"","logFC","logCPM","PValue","FDR"
"HWER_07476",-15.9265013478788,6.6246949308872,3.40748581216287e-206,8.96850265761267e-203
"HWER_13913",-8.61661055774132,5.60726266376792,3.39664579512625e-175,4.46998586638615e-172
"HWER_11608",7.33532877362714,8.33520713975938,2.2863442401062e-159,2.00588601331984e-156
"HWER_12698",5.55197043223189,6.98201465903734,1.1934764443167e-150,7.8530750036039e-148
"HWER_11243",7.38144467742588,7.32244184079896,7.98113013705501e-130,4.20126690414576e-127
"HWER_07632",-5.56272057961756,8.26294370914342,3.56858482162941e-126,1.56541920842144e-123
"HWER_02804",6.44881487279926,8.54357860228795,1.34089212478763e-120,5.04175438920149e-118
"HWER_03100",5.36864135714124,8.2773181997917,3.24644353412182e-120,1.06807992272608e-117
"HWER_14701",-7.52044921932672,7.24688740488691,1.4622334804037e-119,4.27622057824726e-117
"HWER_09235",-5.55529903843929,7.88294811566933,2.31697644628191e-119,6.09828200661399e-117
"HWER_15444",-5.77242747733425,6.32662631913653,1.13931087781765e-113,2.72606020946914e-111
"HWER_06261",-5.09936682141198,8.89106347418012,6.23646992945466e-111,1.36786573786039e-108
"HWER_14981",4.87586164135099,6.65828723997211,7.40822794640676e-109,1.49988122730328e-106
"HWER_15406",-4.72787906404852,8.48438459712168,3.6761873631397e-107,6.91123224270263e-105
"HWER_03428",-4.65197108884977,7.10003970040366,3.09050006117561e-105,5.42279744067614e-103
"HWER_03971",5.53203480326008,8.71796235423244,7.31448641791058e-105,1.20323301574629e-102
"HWER_02508",-4.93233366601754,6.83922803208791,1.45633164547778e-102,2.25474405346913e-100
"HWER_03980",-5.09731381855916,7.32858017935998,2.0699181738439e-100,3.02668035197619e-98
"HWER_05039",-7.51813884743901,8.80861302385893,7.43008556459902e-100,1.02926237926445e-97
"HWER_08072",-5.19273923804542,8.92362146525944,1.27715516686958e-96,1.68073619960037e-94
"HWER_15592",-5.32996186112958,6.96953667318357,3.99970265786895e-94,5.01296066452908e-92
"HWER_09925",5.43322889765991,7.82847453452731,4.7269866244441e-91,5.65519490706221e-89
"HWER_10368",-4.09894780010785,7.2202771627441,1.01565280698126e-90,1.16226008172812e-88
"HWER_03524",-4.28391384455151,6.48092642956282,5.64348685135952e-86,6.18902391365761e-84
"HWER_13437",-4.34580710171904,8.0723473272858,1.64858654277253e-85,1.73563191223092e-83
"HWER_08019",-4.23956843777632,6.03830676883646,2.55338596812558e-85,2.58481225696405e-83
"HWER_08207",-5.34032667045943,6.73392731722214,1.39356513111921e-84,1.35846793522435e-82
"HWER_15254",4.46581315226287,6.27445465363651,8.34467298089321e-84,7.84399260203962e-82
"HWER_12912",-5.29137443134928,5.90680072449131,3.17094055178853e-82,2.87790190769221e-80
"HWER_07686",-5.38565845761849,8.36272433700942,7.89386038280193e-80,6.92554684251156e-78
"HWER_16053",-3.67599162213863,7.56174914696466,9.913458698061e-80,8.41684622364405e-78
"HWER_15531",-6.10806776444633,6.25816116945169,4.27880595399311e-78,3.51931789715934e-76
"HWER_14231",-3.8380761666144,6.71758855634444,1.76109868501377e-77,1.40460961786553e-75
"HWER_05375",-4.14469182940006,6.88546337647673,4.35327432348124e-75,3.36994647629489e-73
"HWER_07852",-6.25896857154584,6.34832448890995,5.67771938538936e-75,4.2696449778128e-73
"HWER_06798",-4.21826146802112,6.08838827711659,6.51018654720272e-75,4.75966972006599e-73
"HWER_09206",-4.09138847472429,7.52210950338965,7.89038938280489e-74,5.61283915014661e-72
"HWER_10521",-4.06293294039189,6.84230196332617,2.1560183794284e-73,1.49332641438304e-71
"HWER_14898",-3.50364324887803,7.70342856282583,4.91154437850121e-73,3.31466277031159e-71
"HWER_10977",-3.57480195063361,7.5853088829069,1.38268394867604e-72,9.09806038228834e-71
"HWER_11496",-4.73157372214268,7.88407754613196,1.18738993447641e-71,7.62246416473634e-70
"HWER_08495",6.22039671845096,8.29901676369467,8.51181940383841e-70,5.33407349307207e-68
"HWER_08887",4.64149514749038,7.88098513758865,9.96689351557935e-70,6.10066598441973e-68
"HWER_03016",-3.47784572985074,6.731525868873,1.24755822331345e-69,7.46266646309317e-68
"HWER_15647",-3.31812007516678,6.9615128919145,1.395366577738e-69,8.16134407245869e-68
"HWER_08139",-5.97903224819189,8.11649360493996,2.56653881352514e-69,1.46850655591264e-67
"HWER_07665",-4.98329806886241,6.87162011903713,9.69099587245876e-69,5.4269576885769e-67
"HWER_03949",3.01019401781325,7.20820748230289,3.77772169341469e-67,2.07145072855572e-65
"HWER_10103",-3.81486827252195,7.14706627552829,1.37573155434091e-65,7.38964377760263e-64
"HWER_05978",3.77723068718143,7.9299121852378,2.95493022165604e-65,1.55547526867974e-63
"HWER_15223",-3.92558038681298,8.60692216635139,4.76190947133823e-65,2.45751877030632e-63
"HWER_08766",-2.97662287263929,7.20921241033967,1.98956226756666e-64,1.00702459389143e-62
"HWER_03162",-3.7267580925271,8.45991400868786,2.39683508586355e-64,1.19027734830054e-62
"HWER_03633",-3.77183031788677,7.94917330752575,2.28334848484062e-63,1.1129209652038e-61
"HWER_07346",-3.91455135268441,8.87935010541836,6.8864521727955e-63,3.29548038523596e-61
"HWER_01784",-5.81722064282868,6.83163734444123,1.21809460982594e-62,5.72504466618193e-61
"HWER_04818",-4.0032928305422,7.97768496130234,2.06728265775323e-62,9.54576834246754e-61
"HWER_03877",-3.92495702119805,6.8580305886297,1.4403516212429e-61,6.53621632260571e-60
"HWER_10140",-4.08014045685345,7.39374125443221,1.73982484519986e-61,7.76138812299329e-60
"HWER_02205",-3.40834596760727,6.87338067326796,5.35577546193649e-60,2.34940016930281e-58
"HWER_01834",3.21345661599533,6.47868923521794,3.40531840143333e-59,1.46931115288074e-57
"HWER_00777",-3.0685618547936,7.54242098732617,1.55272291615252e-58,6.59155921824746e-57
"HWER_08156",-4.49725064887683,7.82062324921376,1.93997187564004e-58,8.10477139156282e-57
"HWER_05346",3.28309669518881,7.05714249169288,8.56462700264331e-58,3.52220285483706e-56
"HWER_07311",-3.99195257227421,6.34616781360011,6.00989922634092e-57,2.43354688672759e-55
"HWER_13732",3.34339127618586,8.54501884165729,1.79665744094804e-55,7.16485209784128e-54
"HWER_08193",3.22169727136401,7.63237820368309,4.87198320842708e-55,1.91388952307165e-53
"HWER_02195",-3.54383047653768,6.55260444772589,6.03173994187662e-55,2.33463816573813e-53
"HWER_03939",-2.83190355401315,7.15644487632832,7.06172939533393e-55,2.69369156065491e-53
"HWER_04340",-3.66893485756475,6.24751802817758,1.02360216497059e-54,3.8487441402894e-53
"HWER_04692",-3.40954570250713,7.54513246525563,1.65672938014855e-54,6.14156581486054e-53
"HWER_03919",-3.20257622656747,6.97529112615521,2.77551450895127e-54,1.01460474827219e-52
"HWER_04912",5.2921461228577,6.02128879948156,3.38410155161457e-54,1.22013086080131e-52
"HWER_12900",3.151361042932,6.38474040417466,7.6703707489205e-54,2.72816429880524e-52
"HWER_05300",3.45486467031455,6.45895256919279,9.0853433165528e-54,3.18834981455559e-52
"HWER_11843",-2.724530335774,6.92419663405663,1.388419094775e-51,4.80831454927343e-50
"HWER_15277",2.92922892905267,7.37209741785022,1.43871333460836e-51,4.91778376193404e-50
"HWER_13429",-9.77668467367696,6.57917913005425,2.47878127902576e-51,8.36429785435359e-50
"HWER_02156",-2.93695936754882,6.78575202204624,5.69876371835588e-51,1.8986260894573e-49
"HWER_10309",3.14135617224847,6.33259357092841,1.74933767566272e-50,5.75532095293035e-49
"HWER_11823",-2.58632556474244,7.28106868673722,3.50368093756017e-50,1.13848002810597e-48
"HWER_11186",4.21461857256182,9.67576684447376,9.94934691582861e-50,3.19349769298304e-48
"HWER_02969",-3.48272437362484,6.47272963704841,1.18428942570926e-49,3.75548164875514e-48
"HWER_03594",-2.59859505871222,7.03152446085194,4.04125791092139e-49,1.2662608120887e-47
"HWER_11668",-3.16480563897479,8.11769447294805,1.03535699636998e-48,3.20595248758328e-47
"HWER_10841",-3.37604594337025,7.62436213917446,1.37115605976763e-48,4.1963752898935e-47
"HWER_10814",-3.52152283676907,6.47641469974131,1.49164661827988e-48,4.48895865314572e-47
"HWER_03814",-2.75446020624938,6.8666280263913,1.50086763479036e-48,4.48895865314572e-47
"HWER_00864",-2.49218963562484,7.10787923490091,2.4864247884535e-48,7.35311240810068e-47
"HWER_03864",-2.98234189922651,7.60451031079017,5.16460015059875e-48,1.51035862181954e-46
"HWER_08733",-3.16118110775794,8.09425330664406,3.40158714264362e-47,9.83843665872307e-46
"HWER_03243",-3.03822142961875,6.64604771238201,3.84057746134479e-47,1.09873911720212e-45
"HWER_01147",-2.61042775522332,7.7495686063041,3.63948340585135e-46,1.0300129380861e-44
"HWER_11877",-4.2278674299106,9.83978675789845,1.92381793347142e-45,5.38669021371999e-44
"HWER_00035",2.84003960586602,6.55344881810628,3.96272314144281e-45,1.09788287455552e-43
"HWER_03579",-2.93196276501379,6.40456971491849,2.11125114590839e-44,5.78834689169883e-43
"HWER_14097",2.40889408558395,7.29033092149054,4.30538376516664e-44,1.16822371854831e-42
"HWER_05770",-2.53498200767202,6.9866679425194,2.15422042795684e-43,5.78562057794123e-42
"HWER_12502",-3.21667594208868,6.57392911794004,7.02528245858959e-43,1.86773165969776e-41
"HWER_08519",-2.95136795965825,8.3749454612192,1.12560057395999e-42,2.96258071066268e-41
"HWER_06675",-2.63966205759057,7.427686964138,1.51638387750536e-42,3.95160630256843e-41
"HWER_13753",-3.02092670663835,6.28414282180066,2.99867600232323e-42,7.73776003736739e-41
"HWER_06379",-2.49420490441679,7.08529516191242,2.4414578857847e-41,6.23875451979158e-40
"HWER_03518",-2.47685386303679,7.51229168194892,3.78696262685136e-41,9.58392849410843e-40
"HWER_15867",-3.23552293526307,6.12608438865806,3.9387627002968e-41,9.87316516874397e-40
"HWER_04806",-2.45515363572215,7.32941362791258,1.10924104438882e-40,2.75426644229376e-39
"HWER_05297",-2.62938077762059,6.93885427653075,1.62250254686893e-40,3.99105299379347e-39
"HWER_09350",-2.75185017404181,6.74061893832856,1.84294214387704e-40,4.49131826174478e-39
"HWER_03719",-4.16645212466709,6.6340912774386,2.69612703745851e-40,6.51028106659706e-39
"HWER_01964",2.31106967110563,7.41970748306764,2.94680538853578e-40,7.05090162056925e-39
"HWER_09535",-2.58459027952125,6.45996068857383,5.52534066243692e-40,1.31015284896702e-38
"HWER_14019",-2.69010615263991,8.37184940992606,1.19113767999488e-39,2.79917354798797e-38
"HWER_03073",-2.80742380069788,8.82892624653407,6.5902522163079e-39,1.53500387905508e-37
"HWER_04095",-2.72958148493457,6.31445907685651,9.21957865103535e-39,2.12859043943202e-37
"HWER_12943",-2.22998888410889,7.03451653809597,1.28858333784204e-38,2.94917508278282e-37
"HWER_12566",2.53113623538887,7.66961721496786,2.16385181641429e-38,4.89756031116802e-37
"HWER_05305",-2.26137535817994,7.21203710806762,2.17710697722894e-38,4.89756031116802e-37
"HWER_03912",-2.27638330679942,7.01094875489706,2.96622790030261e-38,6.61619646914955e-37
"HWER_03053",3.67504953080652,9.93079777869846,4.79414422740921e-38,1.06035189970933e-36
"HWER_01341",-2.35356528725904,7.06841392973714,5.24234487044791e-38,1.14234255785677e-36
"HWER_10084",2.46631230998442,6.35348392509241,5.25165081689472e-38,1.14234255785677e-36
"HWER_08223",-3.92126998019207,6.59258176641875,8.98631916402198e-38,1.93868787210704e-36
"HWER_07564",-4.26254161073311,6.53107267308748,1.06789871253821e-37,2.2851296027647e-36
"HWER_15005",-2.9973343673474,8.92739534237974,2.89287106664428e-37,6.14035213500625e-36
"HWER_01522",2.74042944039628,6.65750835329631,6.43113464106804e-37,1.35413971002329e-35
"HWER_10079",2.71610152234151,6.45075088367872,1.23536038170284e-36,2.58053057511259e-35
"HWER_11834",2.96747109576981,6.80527805433767,2.27885732120355e-36,4.7227972200061e-35
"HWER_03907",-2.57703361195334,7.22513645582979,4.67480386850401e-36,9.61256545461138e-35
"HWER_13399",3.13468690204058,6.88539319697151,1.9318446637958e-35,3.94156213574462e-34
"HWER_07832",-3.02978022439808,8.13982335391427,2.17211713364764e-35,4.36606059081565e-34
"HWER_01846",-4.09283582587726,6.65936875454548,2.17307726974487e-35,4.36606059081565e-34
"HWER_06983",-2.57068224294591,6.78222762079547,2.5249256631163e-35,5.03454874645614e-34
"HWER_04653",-3.9671814759835,6.31577281157335,5.83205870211255e-35,1.15413372210227e-33
"HWER_00435",-2.34777468783805,6.95598303682444,8.26066175625498e-35,1.62254192107934e-33
"HWER_02823",-4.00241896206892,7.00327011603568,1.00345105726908e-34,1.95635791313499e-33
"HWER_01555",-2.5459330989158,6.64436820745162,1.05161004318221e-34,2.03517473062909e-33
"HWER_14183",2.91564478991344,9.00411195055645,1.41448858526391e-34,2.71747004117856e-33
