"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006259",0.00582247563696033,0,5.00114025085519,0,258,"DNA metabolic process"
"2","GO:0034641",0.0133640284244288,0.515180265654649,21.3226909920182,12,1100,"cellular nitrogen compound metabolic process"
"3","GO:0006807",0.0148444536438034,0.560040312421265,25.9555302166477,16,1339,"nitrogen compound metabolic process"
"4","GO:0051716",0.0204147794313089,0,3.79931584948689,0,196,"cellular response to stimulus"
"5","GO:0033554",0.0204147794313089,0,3.79931584948689,0,196,"cellular response to stress"
"6","GO:0006974",0.0204147794313089,0,3.79931584948689,0,196,"cellular response to DNA damage stimulus"
"7","GO:0006281",0.0212538040737404,0,3.76054732041049,0,194,"DNA repair"
"8","GO:0006139",0.0236572586239234,0.546517064048621,20.2953249714937,12,1047,"nucleobase-containing compound metabolic process"
"9","GO:1901360",0.0236572586239234,0.546517064048621,20.2953249714937,12,1047,"organic cyclic compound metabolic process"
"10","GO:0046483",0.0236572586239234,0.546517064048621,20.2953249714937,12,1047,"heterocycle metabolic process"
"11","GO:0006725",0.0236572586239234,0.546517064048621,20.2953249714937,12,1047,"cellular aromatic compound metabolic process"
"12","GO:0071840",0.0243280622324402,0.173955450112034,5.46636259977195,1,282,"cellular component organization or biogenesis"
