"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0019538",4.21118195494234e-09,2.37699389845282,36.9736316989738,73,779,"protein metabolic process"
"2","GO:0044267",5.76451994482775e-09,2.36916835699797,36.4990022805017,72,769,"cellular protein metabolic process"
"3","GO:0006082",1.23174282416092e-07,2.65078965053763,19.7920467502851,45,417,"organic acid metabolic process"
"4","GO:0019752",1.23174282416092e-07,2.65078965053763,19.7920467502851,45,417,"carboxylic acid metabolic process"
"5","GO:0043436",1.23174282416092e-07,2.65078965053763,19.7920467502851,45,417,"oxoacid metabolic process"
"6","GO:0006457",1.37400342674324e-05,4.2711294908245,4.17673888255416,15,88,"protein folding"
"7","GO:0032787",1.43285076916364e-05,4.01353046254418,4.69883124287343,16,99,"monocarboxylic acid metabolic process"
"8","GO:0006486",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"protein glycosylation"
"9","GO:1901135",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"carbohydrate derivative metabolic process"
"10","GO:1901137",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"carbohydrate derivative biosynthetic process"
"11","GO:0043413",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"macromolecule glycosylation"
"12","GO:0009100",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"glycoprotein metabolic process"
"13","GO:0009101",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"glycoprotein biosynthetic process"
"14","GO:0070085",4.19197868264732e-05,6.60218253968254,1.75612884834664,9,37,"glycosylation"
"15","GO:0032268",5.08488912922513e-05,5.0391994478951,2.65792474344356,11,56,"regulation of cellular protein metabolic process"
"16","GO:0051246",5.08488912922513e-05,5.0391994478951,2.65792474344356,11,56,"regulation of protein metabolic process"
"17","GO:0050794",5.79553800219105e-05,3.70563791554358,4.69883124287343,15,99,"regulation of cellular process"
"18","GO:0006091",6.07125958403215e-05,4.50501274426508,3.18001710376283,12,67,"generation of precursor metabolites and energy"
"19","GO:0044281",8.97466113328287e-05,1.90298972853999,29.9491163055872,51,631,"small molecule metabolic process"
"20","GO:0006418",9.47342625424406e-05,4.27006123106671,3.32240592930445,12,70,"tRNA aminoacylation for protein translation"
