"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006259",2.34084733925881e-06,0.140151515151515,19.4167025398192,3,291,"DNA metabolic process"
"2","GO:0006139",1.44161342916701e-05,0.562866727250289,91.5454154111063,58,1372,"nucleobase-containing compound metabolic process"
"3","GO:0006807",4.71308808816211e-05,0.626668152011854,121.104175634955,86,1815,"nitrogen compound metabolic process"
"4","GO:0034641",5.63852836809955e-05,0.607939847549408,102.621609987086,70,1538,"cellular nitrogen compound metabolic process"
"5","GO:0090304",6.55241969438909e-05,0.568063063838579,77.8002582866982,49,1166,"nucleic acid metabolic process"
"6","GO:0046483",7.13890149939348e-05,0.610572483841182,100.953508394318,69,1513,"heterocycle metabolic process"
"7","GO:0033554",7.88875805292839e-05,0.134764664371405,13.6117089969867,2,204,"cellular response to stress"
"8","GO:0006725",8.0434359197192e-05,0.612752525252525,100.686612139475,69,1509,"cellular aromatic compound metabolic process"
"9","GO:0071840",0.000118699969597637,0.362959876175735,27.8906586310805,11,418,"cellular component organization or biogenesis"
"10","GO:1901360",0.000128989806284761,0.627756747860434,104.156263452432,73,1561,"organic cyclic compound metabolic process"
"11","GO:0006974",0.000129049665128048,0.14050010019817,13.0779164873009,2,196,"cellular response to DNA damage stimulus"
"12","GO:0006281",0.000145866446543469,0.142008639308855,12.9444683598795,2,194,"DNA repair"
"13","GO:0006396",0.000518965298871006,0.245529694553556,15.0796383986225,4,226,"RNA processing"
"14","GO:0055085",0.000572190390692094,0.581702627672652,60.1183814033577,38,901,"transmembrane transport"
"15","GO:0016043",0.00235250718007614,0.440626096448482,23.3534222987516,11,350,"cellular component organization"
"16","GO:0010467",0.00297592071534195,0.672647254945543,77.133017649591,56,1156,"gene expression"
"17","GO:0034654",0.0051404813407442,0.619897959183674,46.9070167886354,31,703,"nucleobase-containing compound biosynthetic process"
"18","GO:0090407",0.00573294579304392,0.311970025635969,12.0103314679294,4,180,"organophosphate biosynthetic process"
"19","GO:0022613",0.0067492510821947,0,4.80413258717176,0,72,"ribonucleoprotein complex biogenesis"
"20","GO:0007264",0.00739823773361608,0.13801724137931,6.73913043478261,1,101,"small GTPase mediated signal transduction"
"21","GO:0022402",0.00892209500315089,0,4.53723633232889,0,68,"cell cycle process"
"22","GO:0034470",0.0100381246937586,0.145394736842105,6.40551011622901,1,96,"ncRNA processing"
"23","GO:0042254",0.0102575865526906,0,4.40378820490745,0,66,"ribosome biogenesis"
"24","GO:0006366",0.0145348840399047,0,4.07016788635385,0,61,"transcription from RNA polymerase II promoter"
"25","GO:0044085",0.0159350012876373,0.355412497375971,10.6091261300043,4,159,"cellular component biogenesis"
"26","GO:0009451",0.0167080727623908,0,3.93671975893241,0,59,"RNA modification"
"27","GO:0007017",0.0179133557028984,0,3.8699956952217,0,58,"microtubule-based process"
"28","GO:0044765",0.0201742069176802,0.743826144984221,74.8643994834266,59,1122,"single-organism transport"
"29","GO:0016070",0.0239281508454498,0.727310880872507,59.9849332759363,46,899,"RNA metabolic process"
"30","GO:0006996",0.0249854272139625,0.529933387076244,17.9487731381834,10,269,"organelle organization"
"31","GO:0051301",0.0253724232718253,0,3.5363753766681,0,53,"cell division"
"32","GO:0048285",0.0253724232718253,0,3.5363753766681,0,53,"organelle fission"
"33","GO:0032259",0.0272010309626806,0,3.46965131295738,0,52,"methylation"
"34","GO:0018130",0.031014889036604,0.732776630415319,55.8480413258717,43,837,"heterocycle biosynthetic process"
"35","GO:0051179",0.0337955264822163,0.790347023729594,95.6823073611709,80,1434,"localization"
"36","GO:0044271",0.0344881209269411,0.738066062386247,55.5144210073181,43,832,"cellular nitrogen compound biosynthetic process"
"37","GO:0032774",0.0348594045548741,0.69224667444671,38.6332328885062,28,579,"RNA biosynthetic process"
"38","GO:0051276",0.0381865937463954,0.291417528702967,6.47223417993973,2,97,"chromosome organization"
"39","GO:0006351",0.0384139990964868,0.697777350139517,38.3663366336634,28,575,"transcription, DNA-templated"
"40","GO:0006260",0.0395120358048101,0.192528735632184,4.87085665088248,1,73,"DNA replication"
"41","GO:0000280",0.0412886707858546,0,3.06930693069307,0,46,"nuclear division"
"42","GO:1901361",0.0418751528748076,0.195270762506071,4.80413258717176,1,72,"organic cyclic compound catabolic process"
"43","GO:0006397",0.0418751528748076,0.195270762506071,4.80413258717176,1,72,"mRNA processing"
"44","GO:0046395",0.0442611482460532,0,3.00258286698235,0,45,"carboxylic acid catabolic process"
"45","GO:0016054",0.0442611482460532,0,3.00258286698235,0,45,"organic acid catabolic process"
"46","GO:0000278",0.0442611482460532,0,3.00258286698235,0,45,"mitotic cell cycle"
"47","GO:1903047",0.0442611482460532,0,3.00258286698235,0,45,"mitotic cell cycle process"
"48","GO:0072522",0.0443731403645665,0.198091133004926,4.73740852346104,1,71,"purine-containing compound biosynthetic process"
"49","GO:0019438",0.0446404703279662,0.74931268114929,53.5794231597073,42,803,"aromatic compound biosynthetic process"
"50","GO:0008033",0.047013144390317,0.200993253373313,4.67068445975032,1,70,"tRNA processing"
"51","GO:0051234",0.0480030303627842,0.806071647782075,94.2811020232458,80,1413,"establishment of localization"
