"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0004553",5.14418398282873e-07,2.16636841619777,32.8347364779149,62,355,"hydrolase activity, hydrolyzing O-glycosyl compounds"
"2","GO:0016798",7.01875125596918e-07,2.12872626910864,33.8521508476531,63,366,"hydrolase activity, acting on glycosyl bonds"
"3","GO:0004185",3.39217603996997e-05,9.90050377833753,1.47987544689194,8,16,"serine-type carboxypeptidase activity"
"4","GO:0070008",3.39217603996997e-05,9.90050377833753,1.47987544689194,8,16,"serine-type exopeptidase activity"
"5","GO:0004180",5.00587763772348e-05,7.43095838587642,1.94233652404567,9,21,"carboxypeptidase activity"
"6","GO:0016491",6.90309907476641e-05,1.43450824674689,133.096298004844,173,1439,"oxidoreductase activity"
"7","GO:0003824",7.36519387386849e-05,1.34305848592168,475.594971744897,526,5142,"catalytic activity"
"8","GO:0008810",0.000348467685745891,9.87814070351759,1.10990658516895,6,12,"cellulase activity"
"9","GO:0035091",0.000556612597381204,4.30720245937637,3.05224310921462,10,33,"phosphatidylinositol binding"
"10","GO:0003842",0.000788568790276748,Inf,0.277476646292239,3,3,"1-pyrroline-5-carboxylate dehydrogenase activity"
"11","GO:0004100",0.000935862217828008,19.7167919799499,0.554953292584477,4,6,"chitin synthase activity"
"12","GO:0016684",0.00113381996385642,2.81076934142073,6.28947064929074,15,68,"oxidoreductase activity, acting on peroxide as acceptor"
"13","GO:0008484",0.0011342012705354,9.86700125470514,0.924922154307462,5,10,"sulfuric ester hydrolase activity"
"14","GO:0050662",0.00133265053927834,1.65589536531936,33.3896897704994,51,361,"coenzyme binding"
"15","GO:0030151",0.0021853595078533,5.92386934673367,1.47987544689194,6,16,"molybdenum ion binding"
"16","GO:0016209",0.00234312853124016,2.48250636132316,7.39937723445969,16,80,"antioxidant activity"
"17","GO:0016417",0.00293620878013175,29.5419274092616,0.369968861722985,3,4,"S-acyltransferase activity"
"18","GO:0008289",0.00308823542311174,3.02581120943953,4.34713412524507,11,47,"lipid binding"
"19","GO:0016614",0.00405244487043608,1.81918035587884,17.3885365009803,29,188,"oxidoreductase activity, acting on CH-OH group of donors"
"20","GO:0005543",0.00493812439252954,2.99816345270891,3.97716526352209,10,43,"phospholipid binding"
"21","GO:0050660",0.00525709024311724,1.87147405192518,14.6137700380579,25,158,"flavin adenine dinucleotide binding"
"22","GO:0048037",0.00645935285895017,1.45303345303345,45.4136777764964,62,491,"cofactor binding"
"23","GO:0008452",0.00854512855363641,Inf,0.184984430861492,2,2,"RNA ligase activity"
"24","GO:0005262",0.00854512855363641,Inf,0.184984430861492,2,2,"calcium channel activity"
"25","GO:0003866",0.00854512855363641,Inf,0.184984430861492,2,2,"3-phosphoshikimate 1-carboxyvinyltransferase activity"
"26","GO:0003876",0.00854512855363641,Inf,0.184984430861492,2,2,"AMP deaminase activity"
"27","GO:0008430",0.00854512855363641,Inf,0.184984430861492,2,2,"selenium binding"
