"","logFC","logCPM","LR","PValue","FDR"
"HWER_07852",-6.90149603211527,6.34894941147646,376.675601270776,6.58784471522154e-84,1.73392072904631e-80
"HWER_06154",5.1855874203432,5.85699038077727,358.418785676822,6.22143984708422e-80,8.18741483876283e-77
"HWER_13913",-4.51868444744027,5.60834744653034,352.815829859695,1.03266552044103e-78,9.05991883266927e-76
"HWER_15617",4.0863231361129,8.54342150204544,279.361740503428,1.03439043706636e-62,6.80628907589663e-60
"HWER_09857",3.55181208723192,7.66863958335853,277.604073620681,2.49872168972772e-62,1.31532709747267e-59
"HWER_03971",3.95157163505281,8.71781207282978,274.068907619298,1.47276223736228e-61,6.46051701456252e-59
"HWER_05484",5.40013944861968,6.26683260131226,261.618327704905,7.61664082855177e-59,2.86385695153546e-56
"HWER_02905",-4.07535514880774,6.52709978054563,259.50833791254,2.19627701996545e-58,7.22575139568631e-56
"HWER_08887",4.15562437935879,7.88082494345752,255.558798873996,1.59449619185225e-57,4.66301552995014e-55
"HWER_12147",3.4641916253694,6.80936476960877,247.880058725857,7.52685796144699e-56,1.98106901545285e-53
"HWER_05039",-4.74040473086901,8.80873008405648,228.267903712539,1.42262351376678e-51,3.40395008021289e-49
"HWER_03719",-4.92383860855808,6.63454247494208,226.734841477905,3.07213942218582e-51,6.73822579932757e-49
"HWER_15277",2.88408596112394,7.37195665683086,221.443373979433,4.38078050923642e-50,8.86939561562328e-48
"HWER_03949",2.47408882970235,7.20797427907189,213.90914277084,1.92769421441038e-48,3.62406512309151e-46
"HWER_13429",-9.27084139876412,6.57972985295823,213.085016848031,2.91625406266012e-48,5.11705379528096e-46
"HWER_03623",2.42065343635645,7.19842327569987,199.156262939079,3.19121532540599e-45,5.24954921029285e-43
"HWER_08156",-3.56564166889206,7.82083088160223,194.46717723634,3.36744621280399e-44,5.21359907770594e-42
"HWER_04805",-3.71966549014976,8.78225662892834,191.599467778833,1.42301434707315e-43,2.0807632008314e-41
"HWER_09462",-3.5418614085125,8.57390819725567,189.207643933701,4.73464159059812e-43,6.5587245612917e-41
"HWER_13732",2.73535421240786,8.54491816939772,185.936703086492,2.45081382852485e-42,3.2252709983387e-40
"HWER_08139",-4.20974071926547,8.11667663521446,179.313757586065,6.84315574105034e-41,8.57675519544976e-39
"HWER_07564",-4.39947702589337,6.53156262785102,174.12314755195,9.304464553778e-40,1.11315230479744e-37
"HWER_03024",3.22379897898071,6.23817180837182,161.914398800478,4.31907070703973e-37,4.94251917431677e-35
"HWER_11834",2.93259958803357,6.80506990200286,156.305486778938,7.25959429067475e-36,7.96135507210664e-34
"HWER_10176",-2.65451194800183,7.28996162696466,155.526384501681,1.07439466105163e-35,1.13112269915516e-33
"HWER_03878",3.06738046221392,8.22655131381669,147.818175505143,5.19849038183293e-34,5.26247180191702e-32
"HWER_02708",2.16489509469191,7.45902594836932,143.818642565735,3.89262060284932e-33,3.79458423211089e-31
"HWER_00308",2.47416584417948,8.40413654598459,143.468041398877,4.64405148632748e-33,4.36540839714783e-31
"HWER_16005",2.30342505065569,7.75645329764924,139.043721946011,4.30858437033961e-32,3.91041174577029e-30
"HWER_03939",-2.06305586325885,7.15670408080336,136.693539420636,1.40708424056732e-31,1.23448190705773e-29
"HWER_08019",-2.36001967476169,6.03900901617149,136.60208072764,1.47340922842398e-31,1.25097196426191e-29
"HWER_03917",2.2640819754298,7.69124669694687,131.014713329596,2.45777794623382e-30,2.02152236077731e-28
"HWER_04340",-2.56542900935238,6.24808154999628,127.649457099309,1.33926064304286e-29,1.06816182196631e-27
"HWER_07346",-2.49638602105104,8.87944520298251,126.939564960298,1.91517687555621e-29,1.48257221660704e-27
"HWER_00383",2.065546052904,7.79550606094856,125.640962964244,3.68464427675679e-29,2.7708524961211e-27
"HWER_10140",-2.55870332787957,7.39401011645567,122.45929185209,1.83134445481853e-28,1.33891627918955e-26
"HWER_06798",-2.34903793412184,6.08906852160183,120.084970252893,6.06082262089825e-28,4.31137436167681e-26
"HWER_05346",2.14550210238693,7.05677886139177,119.85189831408,6.81643997278634e-28,4.72128158115096e-26
"HWER_14473",2.44515168009477,6.26336742905761,118.450887406602,1.38132350787473e-27,9.32216275058025e-26
"HWER_11128",2.15591606108324,5.99750429356124,117.51048695289,2.21923576543083e-27,1.46025713365348e-25
"HWER_11608",2.45160398739258,8.33490618460874,117.428708927149,2.31265055364537e-27,1.4846088432182e-25
"HWER_13042",2.11913510973909,6.37578098205619,116.940360400014,2.95830982005528e-27,1.85387415390131e-25
"HWER_02508",-2.20740639577649,6.83965224214952,116.022824249215,4.69857770041285e-27,2.87596662964805e-25
"HWER_07650",1.78589415052038,7.22745837547286,114.026852595213,1.2855573498315e-26,7.68997032899206e-25
"HWER_00680",2.11134845185862,6.29687856105665,113.315651315705,1.84018952329514e-26,1.07630640562507e-24
"HWER_08638",2.04689975026408,7.0970479902307,111.515762826642,4.56163905644918e-26,2.61005086882049e-24
"HWER_10104",2.7707134733958,8.87586626193261,102.315239714634,4.7353518346765e-24,2.65179702741884e-22
"HWER_08766",1.66163315393524,7.20951984692926,101.261718309763,8.05984888228161e-24,4.41948380378442e-22
"HWER_12680",-2.51675534491121,6.27903271593553,100.78105929694,1.02734036951004e-23,5.51828541336819e-22
"HWER_02906",-2.2999143082111,8.04336053239866,100.355998243593,1.27325554194863e-23,6.70241717281758e-22
"HWER_12900",1.98443059079109,6.38416911475537,99.4564032405772,2.00529432276405e-23,1.03488914853235e-21
"HWER_03002",3.7097869963957,9.40420037283353,98.9786200934602,2.55242508962379e-23,1.29191977613265e-21
"HWER_03980",-2.04445492180529,7.32888435119929,95.7960160700069,1.27351731704903e-22,6.32433505372274e-21
"HWER_05429",2.93469996955108,9.05614371310979,92.490803611181,6.76383573075008e-22,3.29674363765448e-20
"HWER_07851",-7.11927882391804,7.09268897763484,91.692754297811,1.01234889855952e-21,4.84454963819758e-20
"HWER_04445",1.57894864531274,7.11599512727494,89.7434453763626,2.71135123634843e-21,1.27433508108376e-19
"HWER_13952",2.21245872948203,6.62661079167296,87.6616088912184,7.76673602248735e-21,3.58632442301521e-19
"HWER_03579",-1.90915453822835,6.40502258495817,87.5677201575593,8.14430237242866e-21,3.69582824900556e-19
"HWER_10309",1.90421999551434,6.33198669667164,86.2209610188617,1.60913010571102e-20,7.17835667496849e-19
"HWER_04095",1.88917529392674,6.31502338588751,85.3368824490909,2.51625730148387e-20,1.10379820291759e-18
"HWER_15254",1.9701287084786,6.27349011884432,84.9624720143981,3.04082092042554e-20,1.31203945287869e-18
"HWER_04621",1.82831134245343,6.62895910467823,84.1208219799597,4.65442768229966e-20,1.97587962255044e-18
"HWER_05112",1.75148907981683,6.26378756976471,82.9824267553807,8.27861017599593e-20,3.45861936241608e-18
"HWER_12912",-2.17582041766895,5.90762403220859,82.93701432488,8.47100186395834e-20,3.48369951655287e-18
"HWER_07560",-2.34699100028385,6.62641984326338,82.3126641933532,1.16175365159427e-19,4.70420863230171e-18
"HWER_05518",-1.89767737604515,6.74777482496769,81.2879116402153,1.95116413267686e-19,7.78100605637197e-18
"HWER_05300",1.90620905675621,6.4583108067194,80.007826125875,3.72929701404764e-19,1.46500145387663e-17
"HWER_08155",1.92532973573083,7.57635243441985,79.4615153613843,4.91710507340026e-19,1.90320890488081e-17
"HWER_06107",-1.82941411014696,6.56113889425919,79.1192193341258,5.84727167738016e-19,2.23043754418327e-17
"HWER_11310",3.17980400534409,9.06509607566862,78.2108062359816,9.26105027421324e-19,3.48215490310418e-17
"HWER_11688",1.88647513224849,6.81299932465823,77.879253873066,1.09535818854755e-18,4.06053908768613e-17
"HWER_01964",1.4542805166109,7.41949009260053,77.8454677716513,1.11425518737097e-18,4.07322174050055e-17
"HWER_14089",1.79393702038083,8.74848389244965,76.4631570714729,2.24359928738545e-18,8.08925112931302e-17
"HWER_10566",-1.79436894244272,8.18276403983287,76.2862077927269,2.45391804404134e-18,8.72798958367137e-17
"HWER_15867",-1.99922703276229,6.12666216137096,74.6417195526914,5.64378542107797e-18,1.98059243043696e-16
"HWER_10700",-1.5787678552563,7.79028559178728,74.075857177677,7.51721029574155e-18,2.60332861820944e-16
"HWER_05660",2.05731793132446,6.86372825328323,73.4367952678181,1.03910837741292e-17,3.55186136279326e-16
"HWER_03073",-1.80469829019783,8.8290086305299,73.0500387583747,1.26404118225418e-17,4.26532870729871e-16
"HWER_14701",-2.12161748613924,7.24722999291299,72.9670895198178,1.31829862165905e-17,4.39210376228686e-16
"HWER_01522",1.79842352931304,6.65709735388969,72.6604098867778,1.5399246555246e-17,5.06635211667595e-16
"HWER_01315",-1.43343209671739,7.20994782526147,72.3102619158127,1.83888667544161e-17,5.97524657995347e-16
"HWER_06956",1.44311085480204,7.35546307185747,71.5790812837506,2.66365672201403e-17,8.54395951085136e-16
"HWER_00864",-1.39247698618893,7.10813171100548,71.5564866005437,2.69433373632471e-17,8.54395951085136e-16
"HWER_11186",2.21055883773563,9.67568415649122,71.0533532053505,3.47694157495759e-17,1.08944169348671e-15
"HWER_13527",-1.70987683699269,6.51581782347539,70.1513182717084,5.49253228095714e-17,1.68597356794164e-15
"HWER_00035",1.61670418816509,6.55294485639922,70.145455678444,5.5088801992014e-17,1.68597356794164e-15
"HWER_02626",2.08413004404377,6.93439701966194,69.916487399281,6.18691521495941e-17,1.87171963744519e-15
"HWER_02462",1.58319018632591,7.3059872858591,69.6382875350351,7.12405155131326e-17,2.13073905489278e-15
"HWER_15406",-1.60331662903734,8.48451999966299,69.5963488943485,7.27714809589092e-17,2.15207345936909e-15
"HWER_02894",-1.60624201710559,6.44077019894213,69.5209133858748,7.56085639309962e-17,2.21113044740425e-15
"HWER_01632",1.62924118144549,8.46431697628367,67.9685977088232,1.66120166239396e-16,4.80470634661636e-15
"HWER_03711",1.52224456050133,6.71578774332758,66.8396052568881,2.94521142240153e-16,8.42586572147916e-15
"HWER_03162",-1.66065840192831,8.46003928356859,65.5416470582238,5.68987693901394e-16,1.61029635521341e-14
"HWER_15531",-2.20616263118826,6.25882882153654,65.1542710842163,6.92581755551419e-16,1.93922891554397e-14
"HWER_11674",1.31695106020773,7.07814336853132,64.17987145532,1.13563064636678e-15,3.14629459077616e-14
"HWER_04225",-1.28383876836521,7.20056390328682,63.9044776258284,1.30600481078113e-15,3.58062985622493e-14
"HWER_13496",1.76976062339863,6.91127776938243,63.523028506324,1.58503010829187e-15,4.30082396394247e-14
"HWER_09746",-1.5342498101945,7.68276690765991,63.09452571469,1.97020916191361e-15,5.29141889199655e-14
"HWER_15592",-1.75013870647676,6.96993735935278,62.7974847117364,2.29091220920818e-15,6.09058680266255e-14
"HWER_12408",1.45146710327449,7.00187481799478,62.5608567092136,2.58337266213945e-15,6.79943684675104e-14
"HWER_13628",1.30715290808498,7.31664817022977,62.5188048754198,2.63912629999105e-15,6.87740635799647e-14
"HWER_05646",1.30188632721367,7.06954482624196,61.2608626601876,4.9991977823728e-15,1.28998907482404e-13
"HWER_10905",1.38633369536169,6.97437142471992,60.3442151977451,7.96382579483853e-15,2.03502810602087e-13
"HWER_07401",1.62130232089267,8.01685019428114,60.12692702519,8.89333223100844e-15,2.25069715692444e-13
"HWER_07488",-1.36089620650414,7.07696191096368,59.9110465386397,9.92428733439122e-15,2.48768802515407e-13
"HWER_03715",-2.09585126737749,6.66493233695279,58.8103233071973,1.73627908194678e-14,4.30754404936388e-13
"HWER_11671",1.89320335045699,6.09188080933202,58.7935236538168,1.75116722371556e-14,4.30754404936388e-13
"HWER_06713",1.28317101547118,7.01868732210392,58.2658524654291,2.28984375372499e-14,5.58043403685572e-13
"HWER_04824",1.76608058742881,8.47816528745042,57.6856760666269,3.07534186937422e-14,7.42596311944306e-13
"HWER_02269",1.7988432288031,6.45426289682181,57.5004763774584,3.37897437496115e-14,8.08496414081614e-13
"HWER_13437",-1.50918268896469,8.07252253011175,57.138149717,4.06248328271928e-14,9.63284324334877e-13
"HWER_02088",1.48938461900214,7.02883545427476,55.742318785075,8.26204637180734e-14,1.94158089737473e-12
"HWER_07665",-1.86546343033673,6.87203976833093,55.6228424750922,8.77974902810706e-14,2.04498225150246e-12
"HWER_06295",1.5690449313559,7.31097312033683,55.0927972272821,1.14971456043772e-13,2.65442870444919e-12
"HWER_06046",1.58190648411671,6.42468095204848,55.0111344483186,1.19848948524675e-13,2.74297767406039e-12
"HWER_04912",2.23245182322941,6.02001241938539,54.7723267882148,1.3533300051071e-13,3.07065911503611e-12
"HWER_05858",-1.30835972693622,7.32568134143422,54.1848252187987,1.82490732947102e-13,4.10526161638267e-12
"HWER_07741",1.36300050649268,7.22028081370907,54.1628279262415,1.84545155813086e-13,4.11629533983087e-12
"HWER_04059",2.3110093251866,6.46630306362557,52.96791983818,3.39040720576694e-13,7.49878299628454e-12
"HWER_00406",2.78658634843469,7.57567788557133,52.774203861705,3.74183623730802e-13,8.20709414716226e-12
"HWER_03952",-1.55206817985945,6.42585820294407,52.3424688796671,4.66182951262653e-13,1.01404423778785e-11
"HWER_14219",1.38341605131905,6.53303003622568,52.3175457938202,4.72137141273551e-13,1.01857783264917e-11
"HWER_14856",1.51965612423971,7.07406467095178,52.1917575769053,5.03369767493596e-13,1.07712945369361e-11
"HWER_06949",1.84745133549587,6.71770141668264,52.0529199686308,5.40248316590272e-13,1.14672062037548e-11
"HWER_02390",1.28279470111877,6.90766236067385,50.6670356988219,1.09442363092328e-12,2.30441839727206e-11
"HWER_03710",2.3779542874227,8.98994984262262,50.6303325789245,1.11508282084828e-12,2.32928411466086e-11
"HWER_02082",1.44550593686474,7.91859325945006,49.6314243064817,1.85518299399227e-12,3.84475719699814e-11
"HWER_05500",1.65595718286374,6.83570601413037,49.5690979128234,1.91506530268712e-12,3.93785302865039e-11
"HWER_13268",1.28346655408922,6.80475298577112,49.3809076291731,2.10787145069355e-12,4.30071136296544e-11
"HWER_10141",1.62449765723128,6.64921431448027,49.3270982672173,2.16648996302455e-12,4.38630890975433e-11
"HWER_09200",-1.31784612340972,6.92129518106542,49.2467078516527,2.25711830157256e-12,4.53491249598395e-11
"HWER_11668",-1.44106915110896,8.1178411897916,49.0628301058277,2.47893452322893e-12,4.94284520086254e-11
"HWER_12557",1.47023540603104,6.66312699249455,48.7293399550679,2.93837609597579e-12,5.81489164256261e-11
"HWER_02031",1.27874285913548,7.49465949747808,47.6875831910453,4.99847466538907e-12,9.81789949201794e-11
"HWER_00230",1.20183324451519,7.47266559671694,47.5747522241747,5.29460043060878e-12,1.03225098765647e-10
"HWER_04653",2.02731921981569,6.31636947928359,47.5573983894424,5.34167824248867e-12,1.03377184810516e-10
"HWER_14019",1.36256573801237,8.37198353386586,47.4546011859118,5.62926589293548e-12,1.08147648395666e-10
"HWER_05323",2.65564742387951,7.43898501815554,47.0584414146244,6.89012653964429e-12,1.314116887851e-10
"HWER_02600",1.29656624265293,6.91923929681241,46.6769823444105,8.37064512246196e-12,1.58500273110215e-10
"HWER_15532",1.16239643572107,7.13949597442783,46.5883602949015,8.7578919737222e-12,1.64648369105977e-10
"HWER_09205",1.26584042941501,7.84997908311413,46.5135595710296,9.09866520081382e-12,1.69841750415191e-10
"HWER_01654",1.55791862768188,7.37165874972259,46.4646581907914,9.32858964380924e-12,1.72907379876802e-10
"HWER_02034",1.49948233527436,6.48833747386146,46.129546272874,1.10686550935179e-11,2.03725176266708e-10
"HWER_00193",1.32708932557331,7.52748532186062,45.8802850665852,1.25704678341358e-11,2.29760217635038e-10
"HWER_06078",1.39301753879128,6.55711695578714,45.8138735303481,1.30039306333515e-11,2.36043761565386e-10
"HWER_09901",1.66706162751528,9.14968840777455,45.6860696143667,1.38806405887671e-11,2.50231822120787e-10
"HWER_09826",-1.28437928115805,7.33455580074067,45.6359714751895,1.42402293347795e-11,2.54967915708433e-10
"HWER_07369",-1.43439090020897,8.28995235637592,45.5556738233749,1.4836129884187e-11,2.63842526048515e-10
"HWER_07732",1.39983616859311,8.33008395276079,45.39002021032,1.61454969437325e-11,2.85200992992643e-10
