"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0016779",3.99180123655355e-05,2.38758934372969,17.7603505939338,35,125,"nucleotidyltransferase activity"
"2","GO:0016774",9.30978869777512e-05,14.1638095238095,1.4208280475147,7,10,"phosphotransferase activity, carboxyl group as acceptor"
"3","GO:0051082",0.000298431226529303,3.51415839706719,5.82539499481029,15,41,"unfolded protein binding"
"4","GO:0005200",0.00040583506267784,Inf,0.568331219005882,4,4,"structural constituent of cytoskeleton"
"5","GO:0004408",0.00040583506267784,Inf,0.568331219005882,4,4,"holocytochrome-c synthase activity"
"6","GO:0008242",0.00040583506267784,Inf,0.568331219005882,4,4,"omega peptidase activity"
"7","GO:0034062",0.000676980094606736,2.69414674361088,8.80913389459117,19,62,"RNA polymerase activity"
"8","GO:0003899",0.000787298838464597,2.74262767710049,8.24080267558528,18,58,"DNA-directed RNA polymerase activity"
"9","GO:0004298",0.000956238492356352,3.93322734499205,3.97831853304117,11,28,"threonine-type endopeptidase activity"
"10","GO:0070003",0.000956238492356352,3.93322734499205,3.97831853304117,11,28,"threonine-type peptidase activity"
"11","GO:0016801",0.00102176207805773,9.09665579119086,1.4208280475147,6,10,"hydrolase activity, acting on ether bonds"
"12","GO:0016846",0.00185516074500993,3.51825509720247,4.26248414254411,11,30,"carbon-sulfur lyase activity"
"13","GO:0051539",0.00286167346108783,3.90287349608691,3.26790450928382,9,23,"4 iron, 4 sulfur cluster binding"
"14","GO:0003861",0.00286230945751954,Inf,0.426248414254411,3,3,"3-isopropylmalate dehydratase activity"
"15","GO:0004066",0.00478890517072493,12.1123778501629,0.852496828508822,4,6,"asparagine synthase (glutamine-hydrolyzing) activity"
"16","GO:0019202",0.00478890517072493,12.1123778501629,0.852496828508822,4,6,"amino acid kinase activity"
"17","GO:0008234",0.00548853870314983,3.41409443990188,3.55207011878676,9,25,"cysteine-type peptidase activity"
"18","GO:0016646",0.00591130151822592,3.73353443941679,2.98373889978088,8,21,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"
"19","GO:0003887",0.00649925665332983,3.03559738134206,4.26248414254411,10,30,"DNA-directed DNA polymerase activity"
"20","GO:0016620",0.00669247435414343,2.43152709359606,6.96205743282205,14,49,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"21","GO:0016903",0.00674847481820626,2.26315789473684,8.38288548033676,16,59,"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
"22","GO:0036459",0.00722328381933216,2.78340840840841,4.97289816630146,11,35,"ubiquitinyl hydrolase activity"
"23","GO:1901505",0.00777444497358796,6.05867970660147,1.4208280475147,5,10,"carbohydrate derivative transporter activity"
"24","GO:0018580",0.00777444497358796,6.05867970660147,1.4208280475147,5,10,"nitronate monooxygenase activity"
"25","GO:0016703",0.00777444497358796,6.05867970660147,1.4208280475147,5,10,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)"
"26","GO:0019783",0.00777444497358796,6.05867970660147,1.4208280475147,5,10,"ubiquitin-like protein-specific protease activity"
"27","GO:0004843",0.00777444497358796,6.05867970660147,1.4208280475147,5,10,"ubiquitin-specific protease activity"
"28","GO:0003723",0.00784911753590909,1.48462266869776,40.0673509399147,55,282,"RNA binding"
"29","GO:0003690",0.00873090299465508,3.8587012987013,2.55749048552647,7,18,"double-stranded DNA binding"
"30","GO:0030983",0.00873090299465508,3.8587012987013,2.55749048552647,7,18,"mismatched DNA binding"
"31","GO:0008192",0.0102317326420446,18.1562245728234,0.568331219005882,3,4,"RNA guanylyltransferase activity"
"32","GO:0004402",0.0102317326420446,18.1562245728234,0.568331219005882,3,4,"histone acetyltransferase activity"
"33","GO:0004198",0.0102317326420446,18.1562245728234,0.568331219005882,3,4,"calcium-dependent cysteine-type endopeptidase activity"
"34","GO:0070568",0.0102317326420446,18.1562245728234,0.568331219005882,3,4,"guanylyltransferase activity"
"35","GO:0090595",0.0102317326420446,18.1562245728234,0.568331219005882,3,4,"acetyl-CoA:L-lysine N6-acetyltransferase"
"36","GO:0004822",0.0102317326420446,18.1562245728234,0.568331219005882,3,4,"isoleucine-tRNA ligase activity"
"37","GO:0034061",0.0106950627522623,2.75889004612409,4.54664975204705,10,32,"DNA polymerase activity"
"38","GO:0051540",0.0125075076734487,2.02688614540466,9.66163072309999,17,68,"metal cluster binding"
"39","GO:0051536",0.0125075076734487,2.02688614540466,9.66163072309999,17,68,"iron-sulfur cluster binding"
"40","GO:0016675",0.0129164818760868,4.04023926046765,2.13124207127206,6,15,"oxidoreductase activity, acting on a heme group of donors"
"41","GO:0016676",0.0129164818760868,4.04023926046765,2.13124207127206,6,15,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"
"42","GO:0004129",0.0129164818760868,4.04023926046765,2.13124207127206,6,15,"cytochrome-c oxidase activity"
"43","GO:0015002",0.0129164818760868,4.04023926046765,2.13124207127206,6,15,"heme-copper terminal oxidase activity"
"44","GO:0004371",0.0176291339368532,6.05456026058632,1.13666243801176,4,8,"glycerone kinase activity"
"45","GO:0005086",0.0176291339368532,6.05456026058632,1.13666243801176,4,8,"ARF guanyl-nucleotide exchange factor activity"
"46","GO:0016803",0.0176291339368532,6.05456026058632,1.13666243801176,4,8,"ether hydrolase activity"
"47","GO:0002161",0.0176291339368532,6.05456026058632,1.13666243801176,4,8,"aminoacyl-tRNA editing activity"
"48","GO:0016645",0.0186760849423122,2.85351787773933,3.55207011878676,8,25,"oxidoreductase activity, acting on the CH-NH group of donors"
"49","GO:0003937",0.0201734639733633,Inf,0.284165609502941,2,2,"IMP cyclohydrolase activity"
"50","GO:0003938",0.0201734639733633,Inf,0.284165609502941,2,2,"IMP dehydrogenase activity"
"51","GO:0004345",0.0201734639733633,Inf,0.284165609502941,2,2,"glucose-6-phosphate dehydrogenase activity"
"52","GO:0004349",0.0201734639733633,Inf,0.284165609502941,2,2,"glutamate 5-kinase activity"
"53","GO:0016802",0.0201734639733633,Inf,0.284165609502941,2,2,"trialkylsulfonium hydrolase activity"
"54","GO:0008410",0.0201734639733633,Inf,0.284165609502941,2,2,"CoA-transferase activity"
"55","GO:0004463",0.0201734639733633,Inf,0.284165609502941,2,2,"leukotriene-A4 hydrolase activity"
"56","GO:0000334",0.0201734639733633,Inf,0.284165609502941,2,2,"3-hydroxyanthranilate 3,4-dioxygenase activity"
"57","GO:0008193",0.0201734639733633,Inf,0.284165609502941,2,2,"tRNA guanylyltransferase activity"
"58","GO:0004418",0.0201734639733633,Inf,0.284165609502941,2,2,"hydroxymethylbilane synthase activity"
"59","GO:0043874",0.0201734639733633,Inf,0.284165609502941,2,2,"acireductone synthase activity"
"60","GO:0004643",0.0201734639733633,Inf,0.284165609502941,2,2,"phosphoribosylaminoimidazolecarboxamide formyltransferase activity"
"61","GO:0004149",0.0201734639733633,Inf,0.284165609502941,2,2,"dihydrolipoyllysine-residue succinyltransferase activity"
"62","GO:0050385",0.0201734639733633,Inf,0.284165609502941,2,2,"ureidoglycolate lyase activity"
"63","GO:0051015",0.0201734639733633,Inf,0.284165609502941,2,2,"actin filament binding"
"64","GO:0004072",0.0201734639733633,Inf,0.284165609502941,2,2,"aspartate kinase activity"
"65","GO:0004013",0.0201734639733633,Inf,0.284165609502941,2,2,"adenosylhomocysteinase activity"
"66","GO:0004030",0.0201734639733633,Inf,0.284165609502941,2,2,"aldehyde dehydrogenase [NAD(P)+] activity"
"67","GO:0016273",0.0201734639733633,Inf,0.284165609502941,2,2,"arginine N-methyltransferase activity"
"68","GO:0016274",0.0201734639733633,Inf,0.284165609502941,2,2,"protein-arginine N-methyltransferase activity"
"69","GO:0004750",0.0201734639733633,Inf,0.284165609502941,2,2,"ribulose-phosphate 3-epimerase activity"
"70","GO:0004735",0.0201734639733633,Inf,0.284165609502941,2,2,"pyrroline-5-carboxylate reductase activity"
"71","GO:0043140",0.0201734639733633,Inf,0.284165609502941,2,2,"ATP-dependent 3'-5' DNA helicase activity"
"72","GO:0016751",0.0201734639733633,Inf,0.284165609502941,2,2,"S-succinyltransferase activity"
"73","GO:0043138",0.0201734639733633,Inf,0.284165609502941,2,2,"3'-5' DNA helicase activity"
"74","GO:0019237",0.0201734639733633,Inf,0.284165609502941,2,2,"centromeric DNA binding"
"75","GO:0030515",0.0201734639733633,Inf,0.284165609502941,2,2,"snoRNA binding"
"76","GO:0003991",0.0201734639733633,Inf,0.284165609502941,2,2,"acetylglutamate kinase activity"
"77","GO:0004848",0.0201734639733633,Inf,0.284165609502941,2,2,"ureidoglycolate hydrolase activity"
"78","GO:0009055",0.0239584459716803,2.14223722275796,6.53580901856764,12,46,"electron carrier activity"
"79","GO:0043566",0.0280745218177129,2.82819047619048,3.12582170453235,7,22,"structure-specific DNA binding"
"80","GO:0042085",0.0282139582656774,4.84299674267101,1.27874524276323,4,9,"5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity"
"81","GO:0003871",0.0282139582656774,4.84299674267101,1.27874524276323,4,9,"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity"
"82","GO:0004197",0.0282139582656774,4.84299674267101,1.27874524276323,4,9,"cysteine-type endopeptidase activity"
"83","GO:0003924",0.0295955478493158,1.6800273805902,13.7820320608926,21,97,"GTPase activity"
"84","GO:0008565",0.0296176957674722,2.55245958032336,3.8362357282897,8,27,"protein transporter activity"
"85","GO:0015035",0.0355560005905217,2.65107142857143,3.26790450928382,7,23,"protein disulfide oxidoreductase activity"
"86","GO:0003684",0.0363164089652914,2.27360997547016,4.68873255679852,9,33,"damaged DNA binding"
"87","GO:0003995",0.0364666977617024,2.42450980392157,3.97831853304117,8,28,"acyl-CoA dehydrogenase activity"
"88","GO:0003676",0.037079090601186,1.16503251292749,185.56014300542,207,1306,"nucleic acid binding"
"89","GO:0016597",0.0379043775775185,3.36412206827855,1.98915926652059,5,14,"amino acid binding"
"90","GO:0003746",0.0379043775775185,3.36412206827855,1.98915926652059,5,14,"translation elongation factor activity"
"91","GO:0016842",0.0409722500390585,6.05044751830757,0.852496828508822,3,6,"amidine-lyase activity"
"92","GO:0008172",0.0418403004604037,4.03528773072747,1.4208280475147,4,10,"S-methyltransferase activity"
"93","GO:0016701",0.0433862348280238,2.18237121831562,4.83081536154999,9,34,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
"94","GO:0004518",0.0453764968681054,1.53586615545486,16.907853765425,24,119,"nuclease activity"
