"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0055085",0.000243951465826912,0.488227141709239,42.9232314535801,23,901,"transmembrane transport"
"2","GO:1902578",0.000249181575285246,0.534589371980676,54.1185248959679,32,1136,"single-organism localization"
"3","GO:0044765",0.000354027363344382,0.542825688073394,53.4515712440809,32,1122,"single-organism transport"
"4","GO:0090304",0.0006144042656697,0.564437949532126,54.7854785478548,34,1150,"nucleic acid metabolic process"
"5","GO:0034654",0.000643641771373191,0.468170669628396,33.4906012340364,17,703,"nucleobase-containing compound biosynthetic process"
"6","GO:0006259",0.000729051624257477,0.215028706518068,13.0055962117951,3,273,"DNA metabolic process"
"7","GO:0034641",0.000934104733631851,0.644253312945974,86.0370210934137,62,1806,"cellular nitrogen compound metabolic process"
"8","GO:0051179",0.00101214042916884,0.614389241840222,67.7910747596499,46,1423,"localization"
"9","GO:0051234",0.00136007388535073,0.622351969380583,67.1241211077629,46,1409,"establishment of localization"
"10","GO:0006810",0.00147825244306975,0.624657167703525,66.9335629215095,46,1405,"transport"
"11","GO:0018130",0.0024878275078004,0.55820194565582,39.8743004735256,24,837,"heterocycle biosynthetic process"
"12","GO:0033554",0.00270603719477206,0.193069306930693,9.71846749892381,2,204,"cellular response to stress"
"13","GO:0006807",0.00346746365603738,0.699095022624434,99.0426173052088,77,2079,"nitrogen compound metabolic process"
"14","GO:0006974",0.00375485497337747,0.201280849734458,9.33735112641699,2,196,"cellular response to DNA damage stimulus"
"15","GO:0006281",0.00407330059215234,0.203440656565657,9.24207203329029,2,194,"DNA repair"
"16","GO:0032774",0.00429415079372235,0.509514061346399,27.5832974601808,15,579,"RNA biosynthetic process"
"17","GO:0006396",0.00458843368488548,0.262270503087219,10.7665375233175,3,226,"RNA processing"
"18","GO:0097659",0.00476776775694452,0.513491437584498,27.3927392739274,15,575,"nucleic acid-templated transcription"
"19","GO:0006351",0.00476776775694452,0.513491437584498,27.3927392739274,15,575,"transcription, DNA-templated"
"20","GO:0007264",0.00696686462345893,0,4.81159420289855,0,101,"small GTPase mediated signal transduction"
"21","GO:0090407",0.00715976126392318,0.219918283963228,8.57511838140336,2,180,"organophosphate biosynthetic process"
"22","GO:0034470",0.00892442886700766,0,4.57339647008179,0,96,"ncRNA processing"
"23","GO:0019438",0.00948789753866552,0.613261264580525,38.2545558903716,25,803,"aromatic compound biosynthetic process"
"24","GO:0019219",0.010521767144709,0.499619732935515,20.8184818481848,11,437,"regulation of nucleobase-containing compound metabolic process"
"25","GO:0046483",0.0109821013020108,0.707782340760457,71.8880757640981,55,1509,"heterocycle metabolic process"
"26","GO:0006139",0.0113894916609596,0.698092837222759,65.1708996986655,49,1368,"nucleobase-containing compound metabolic process"
"27","GO:1901362",0.0128977893095428,0.640871513315663,41.0652891376094,28,862,"organic cyclic compound biosynthetic process"
"28","GO:2001141",0.0130165803785889,0.509837678307919,20.437365475678,11,429,"regulation of RNA biosynthetic process"
"29","GO:0051252",0.0130165803785889,0.509837678307919,20.437365475678,11,429,"regulation of RNA metabolic process"
"30","GO:1903506",0.0130165803785889,0.509837678307919,20.437365475678,11,429,"regulation of nucleic acid-templated transcription"
"31","GO:0006355",0.0130165803785889,0.509837678307919,20.437365475678,11,429,"regulation of transcription, DNA-templated"
"32","GO:0071840",0.0148403496591958,0.516424913066763,20.1991677428612,11,424,"cellular component organization or biogenesis"
"33","GO:0051171",0.0167267424430557,0.535973502304147,21.247237767255,12,446,"regulation of nitrogen compound metabolic process"
"34","GO:0009889",0.017587830111895,0.538628472222222,21.1519586741283,12,444,"regulation of biosynthetic process"
"35","GO:0010556",0.017587830111895,0.538628472222222,21.1519586741283,12,444,"regulation of macromolecule biosynthetic process"
"36","GO:0031326",0.017587830111895,0.538628472222222,21.1519586741283,12,444,"regulation of cellular biosynthetic process"
"37","GO:2000112",0.018488957114773,0.541308139534884,21.0566795810016,12,442,"regulation of cellular macromolecule biosynthetic process"
"38","GO:0022402",0.0187382520793829,0,3.85880327163151,0,81,"cell cycle process"
"39","GO:0044271",0.0201841009251535,0.706563635808314,55.7859090256852,42,1171,"cellular nitrogen compound biosynthetic process"
"40","GO:0035556",0.0206685313342506,0.32340759544407,8.81331611422012,3,185,"intracellular signal transduction"
"41","GO:1901360",0.0217780507943001,0.741406123916137,74.174773999139,59,1557,"organic cyclic compound metabolic process"
"42","GO:0006725",0.0240333466468303,0.742774987443496,71.6975175778447,57,1505,"cellular aromatic compound metabolic process"
"43","GO:0016070",0.0251417391906535,0.684504034171808,42.8279523604534,31,899,"RNA metabolic process"
"44","GO:0010467",0.0258264713201071,0.718027610970098,55.0713158272349,42,1156,"gene expression"
"45","GO:0007049",0.0259347982801141,0.17600884764782,5.38326876165877,1,113,"cell cycle"
"46","GO:0022613",0.0292195331073882,0,3.43004735256134,0,72,"ribonucleoprotein complex biogenesis"
"47","GO:0072522",0.0306969752322211,0,3.38240780599799,0,71,"purine-containing compound biosynthetic process"
"48","GO:0008033",0.0322488856596762,0,3.33476825943464,0,70,"tRNA processing"
"49","GO:0042254",0.0392789089792269,0,3.14421007318123,0,66,"ribosome biogenesis"
"50","GO:0031323",0.0422752374596203,0.623736148184098,23.009900990099,15,483,"regulation of cellular metabolic process"
"51","GO:0051716",0.0450651437587572,0.618548467605071,21.6759936863252,14,455,"cellular response to stimulus"
