"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0004553",0.000116888523865848,2.48521803399852,11.0950294083727,25,355,"hydrolase activity, hydrolyzing O-glycosyl compounds"
"2","GO:0016798",0.000188802834691733,2.40177145173211,11.4388190520125,25,366,"hydrolase activity, acting on glycosyl bonds"
"3","GO:0005385",0.00560096334628344,31.2193308550186,0.125014415868989,2,4,"zinc ion transmembrane transporter activity"
"4","GO:0070001",0.00810951284456601,5.70514130064692,0.812593703148426,4,26,"aspartic-type peptidase activity"
"5","GO:0004190",0.00810951284456601,5.70514130064692,0.812593703148426,4,26,"aspartic-type endopeptidase activity"
"6","GO:0030246",0.0087409130861087,3.24888591800357,2.34402029754354,7,75,"carbohydrate binding"
"7","GO:0004326",0.0091428185133568,20.8104089219331,0.156268019836236,2,5,"tetrahydrofolylpolyglutamate synthase activity"
"8","GO:0004066",0.0134327097316113,15.6059479553903,0.187521623803483,2,6,"asparagine synthase (glutamine-hydrolyzing) activity"
"9","GO:0003887",0.0134863490101512,4.82512244309997,0.937608119017414,4,30,"DNA-directed DNA polymerase activity"
"10","GO:0034061",0.016858270201723,4.47940074906367,1.00011532695191,4,32,"DNA polymerase activity"
"11","GO:0016706",0.0299380882380156,3.68627450980392,1.18763695075539,4,38,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"12","GO:0003824",0.0308052691891052,1.2810988405367,160.706031599585,176,5142,"catalytic activity"
"13","GO:0004672",0.0337685295849499,1.84762053742135,7.37585053627033,13,236,"protein kinase activity"
"14","GO:0033218",0.0418102625505582,4.26289009497965,0.781340099181179,3,25,"amide binding"
