"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0044260",0.00105096157244833,0.0926135719950153,7.8958243650452,1,2038,"cellular macromolecule metabolic process"
"2","GO:0006139",0.0026534659777425,0,5.31554024967714,0,1372,"nucleobase-containing compound metabolic process"
"3","GO:0006807",0.00300666330451116,0.108726995165804,7.03185535944899,1,1815,"nitrogen compound metabolic process"
"4","GO:0090304",0.00705682718091584,0,4.51743435213087,0,1166,"nucleic acid metabolic process"
"5","GO:1901360",0.00924848843274262,0.132692307692308,6.04778303917348,1,1561,"organic cyclic compound metabolic process"
"6","GO:0034641",0.0102000871633433,0.135253490816275,5.95867412828239,1,1538,"cellular nitrogen compound metabolic process"
"7","GO:0043170",0.0103511306706506,0.25896017699115,8.76754197158846,3,2263,"macromolecule metabolic process"
"8","GO:0046483",0.0113376957003604,0.138125763125763,5.86181661644425,1,1513,"heterocycle metabolic process"
"9","GO:0006725",0.0115303395224386,0.138594164456233,5.84631941455015,1,1509,"cellular aromatic compound metabolic process"
"10","GO:0044237",0.0220103160171469,0.381432896064581,11.5415411106328,6,2979,"cellular metabolic process"
"11","GO:0016070",0.0238365646657915,0,3.48299612569953,0,899,"RNA metabolic process"
"12","GO:0009058",0.0270976774071012,0.253149370125975,6.46620749031425,2,1669,"biosynthetic process"
"13","GO:0065007",0.0304256370356134,0,3.26990959965562,0,844,"biological regulation"
"14","GO:0050789",0.036285264778077,0,3.11493758071459,0,804,"regulation of biological process"
"15","GO:1901576",0.0365760054013026,0.270384858044164,6.14851485148515,2,1587,"organic substance biosynthetic process"
"16","GO:0050794",0.0385819848606945,0,3.06069737408523,0,790,"regulation of cellular process"
"17","GO:0044249",0.0408668931344342,0.277374517374517,6.02841153680585,2,1556,"cellular biosynthetic process"
"18","GO:0010467",0.0472694585647392,0.192707292707293,4.47869134739561,1,1156,"gene expression"
