"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006508",0.000655094137261541,0.212840436561465,13.13186970871,3,274,"proteolysis"
"2","GO:0009057",0.00260591467901099,0.118490441661173,7.90787774429617,1,165,"macromolecule catabolic process"
"3","GO:0044765",0.00794793358776279,0.657406253116585,53.773568661214,38,1122,"single-organism transport"
"4","GO:0055085",0.0086365845461165,0.628391487441721,43.1818051370354,29,901,"transmembrane transport"
"5","GO:0006644",0.0116860149958138,0,4.31338786052518,0,90,"phospholipid metabolic process"
"6","GO:0044699",0.0177341711861784,0.784877375449409,177.232314535801,158,3698,"single-organism process"
"7","GO:0044265",0.0203792838045263,0.167295500628834,5.65533075046635,1,118,"cellular macromolecule catabolic process"
"8","GO:0006464",0.0206144860007783,0.547288665697546,20.8480413258717,12,435,"cellular protein modification process"
"9","GO:0036211",0.0206144860007783,0.547288665697546,20.8480413258717,12,435,"protein modification process"
"10","GO:0030163",0.0212649866766612,0.168763591177384,5.60740421868274,1,117,"protein catabolic process"
"11","GO:0043632",0.0234394738633823,0,3.6424164155546,0,76,"modification-dependent macromolecule catabolic process"
"12","GO:0019941",0.0234394738633823,0,3.6424164155546,0,76,"modification-dependent protein catabolic process"
"13","GO:0006511",0.0234394738633823,0,3.6424164155546,0,76,"ubiquitin-dependent protein catabolic process"
"14","GO:0006629",0.0304239194812527,0.48585626911315,13.754914621897,7,287,"lipid metabolic process"
"15","GO:0006418",0.0315721685130498,0,3.35485722485292,0,70,"tRNA aminoacylation for protein translation"
"16","GO:0043038",0.0315721685130498,0,3.35485722485292,0,70,"amino acid activation"
"17","GO:0043039",0.0315721685130498,0,3.35485722485292,0,70,"tRNA aminoacylation"
"18","GO:0044270",0.0348656395182849,0,3.25900416128569,0,68,"cellular nitrogen compound catabolic process"
"19","GO:0006399",0.0350622195688308,0.28787207654146,6.61386138613861,2,138,"tRNA metabolic process"
"20","GO:0019439",0.0366386485924486,0,3.21107762950208,0,67,"aromatic compound catabolic process"
"21","GO:0034660",0.0372383995747771,0.357619187974357,8.00373080786339,3,167,"ncRNA metabolic process"
"22","GO:0006468",0.0404409545442324,0.449483842953791,10.6396900559621,5,222,"protein phosphorylation"
"23","GO:0007010",0.040458844118326,0,3.11522456593485,0,65,"cytoskeleton organization"
"24","GO:0006950",0.0423342995752901,0.508569537632936,13.1797962404936,7,275,"response to stress"
"25","GO:0044723",0.0471960173013321,0.373968095137299,7.6682450853781,3,160,"single-organism carbohydrate metabolic process"
"26","GO:0051603",0.049106646602063,0.204548298298298,4.64887358301047,1,97,"proteolysis involved in cellular protein catabolic process"
"27","GO:0044257",0.049106646602063,0.204548298298298,4.64887358301047,1,97,"cellular protein catabolic process"
"28","GO:0055114",0.0492968222210837,0.744966101694915,49.7956665231741,39,1039,"oxidation-reduction process"
