"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0051082",2.86869930074037e-11,11.1712196998846,2.75666013147273,18,41,"unfolded protein binding"
"2","GO:0036094",1.28981754284054e-10,1.895140298018,105.559912351517,166,1570,"small molecule binding"
"3","GO:0000166",5.16355531672029e-10,1.86792472479978,102.332602929305,160,1522,"nucleotide binding"
"4","GO:1901265",5.16355531672029e-10,1.86792472479978,102.332602929305,160,1522,"nucleoside phosphate binding"
"5","GO:0043168",8.73357538095598e-09,1.80223579251619,97.7605812478376,150,1454,"anion binding"
"6","GO:0097367",1.68201502940035e-08,1.87994125860658,74.6315303886518,121,1110,"carbohydrate derivative binding"
"7","GO:0032553",1.98694542727922e-08,1.8819809811589,73.2195825164341,119,1089,"ribonucleotide binding"
"8","GO:0032559",6.16719067045366e-08,1.94265768325351,57.8226271479645,98,860,"adenyl ribonucleotide binding"
"9","GO:0030554",6.53654420741468e-08,1.93984677953277,57.8898627609272,98,861,"adenyl nucleotide binding"
"10","GO:0017076",1.10485582819762e-07,1.84584894114156,68.9165032868181,111,1025,"purine nucleotide binding"
"11","GO:0032549",1.4321106878011e-07,1.8345267516276,69.2526813516319,111,1030,"ribonucleoside binding"
"12","GO:0001882",1.58733364203682e-07,1.83003229724507,69.3871525775574,111,1032,"nucleoside binding"
"13","GO:0001883",1.7673679265355e-07,1.82986536107711,68.7147964479299,110,1022,"purine nucleoside binding"
"14","GO:0032550",1.7673679265355e-07,1.82986536107711,68.7147964479299,110,1022,"purine ribonucleoside binding"
"15","GO:0032555",1.7673679265355e-07,1.82986536107711,68.7147964479299,110,1022,"purine ribonucleotide binding"
"16","GO:0005524",1.87561046185646e-07,1.90070247487301,57.5536846961135,96,856,"ATP binding"
"17","GO:0035639",4.9062284412329e-07,1.79346211683054,68.4458539960789,108,1018,"purine ribonucleoside triphosphate binding"
"18","GO:0016721",5.95268234153073e-07,84.0935875216638,0.470649290739246,6,7,"oxidoreductase activity, acting on superoxide radicals as acceptor"
"19","GO:0004784",5.95268234153073e-07,84.0935875216638,0.470649290739246,6,7,"superoxide dismutase activity"
"20","GO:0004371",2.24532644940694e-06,42.0415944540728,0.537884903701995,6,8,"glycerone kinase activity"
"21","GO:0005488",4.90809500642366e-06,1.48608036890646,331.942221197094,383,4937,"binding"
"22","GO:0043167",1.24871254888826e-05,1.46335915778416,181.19997693461,228,2695,"ion binding"
"23","GO:0008237",1.28665008020436e-05,4.42341549295775,4.23584361665321,15,63,"metallopeptidase activity"
"24","GO:0016875",1.70149091175081e-05,4.04736709498614,4.84096413331796,16,72,"ligase activity, forming carbon-oxygen bonds"
"25","GO:0016876",1.70149091175081e-05,4.04736709498614,4.84096413331796,16,72,"ligase activity, forming aminoacyl-tRNA and related compounds"
"26","GO:0004812",1.70149091175081e-05,4.04736709498614,4.84096413331796,16,72,"aminoacyl-tRNA ligase activity"
"27","GO:0004828",2.0240417947011e-05,Inf,0.268942451850998,4,4,"serine-tRNA ligase activity"
"28","GO:0004576",6.38018234669051e-05,23.3131487889273,0.537884903701995,5,8,"oligosaccharyl transferase activity"
"29","GO:0016615",0.000272056201098735,27.9309153713299,0.403413677776496,4,6,"malate dehydrogenase activity"
"30","GO:0004579",0.000272056201098735,27.9309153713299,0.403413677776496,4,6,"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"31","GO:1901363",0.000297478998467704,1.36650204255838,181.872333064237,220,2705,"heterocyclic compound binding"
"32","GO:0097159",0.000297478998467704,1.36650204255838,181.872333064237,220,2705,"organic cyclic compound binding"
"33","GO:0030060",0.000302489556490846,Inf,0.201706838888248,3,3,"L-malate dehydrogenase activity"
"34","GO:0030234",0.000328458133682066,3.75621716287215,3.83242993887672,12,57,"enzyme regulator activity"
"35","GO:0019200",0.000402573738282514,8.4,1.07576980740399,6,16,"carbohydrate kinase activity"
"36","GO:0003779",0.000482519953592824,5.34459627329193,1.94983277591973,8,29,"actin binding"
"37","GO:0046873",0.000904671171776785,2.94557091519555,5.4460846499827,14,81,"metal ion transmembrane transporter activity"
"38","GO:0008324",0.00105631923503734,2.12505097332217,12.9092376888479,25,192,"cation transmembrane transporter activity"
"39","GO:0046915",0.00110430080566606,8.73702422145329,0.874062968515742,5,13,"transition metal ion transmembrane transporter activity"
"40","GO:0015370",0.00113824974744461,13.9620034542314,0.537884903701995,4,8,"solute:sodium symporter activity"
"41","GO:0008443",0.00113824974744461,13.9620034542314,0.537884903701995,4,8,"phosphofructokinase activity"
"42","GO:0008601",0.00114923697212235,41.8293103448276,0.268942451850998,3,4,"protein phosphatase type 2A regulator activity"
"43","GO:0005515",0.0013692189701221,1.38358918946568,101.324068734863,129,1507,"protein binding"
"44","GO:0000030",0.00162358892710751,7.76528258362168,0.941298581478492,5,14,"mannosyltransferase activity"
"45","GO:0004722",0.00194035867206064,11.1682210708117,0.605120516664745,4,9,"protein serine/threonine phosphatase activity"
"46","GO:0016209",0.00243005822311753,2.73037444357162,5.37884903701995,13,80,"antioxidant activity"
"47","GO:0016758",0.00256697033792649,2.59383960780686,6.05120516664745,14,90,"transferase activity, transferring hexosyl groups"
"48","GO:0005375",0.00272940227735184,20.9120689655172,0.336178064813747,3,5,"copper ion transmembrane transporter activity"
"49","GO:0015293",0.00306309818447197,9.30569948186528,0.672356129627494,4,10,"symporter activity"
"50","GO:0015294",0.00306309818447197,9.30569948186528,0.672356129627494,4,10,"solute:cation symporter activity"
"51","GO:1901681",0.00423977181135194,5.82179930795848,1.14300542036674,5,17,"sulfur compound binding"
"52","GO:0070011",0.0043903192960247,1.81276070591139,16.6071964017991,28,247,"peptidase activity, acting on L-amino acid peptides"
"53","GO:0031420",0.00451339408815688,Inf,0.134471225925499,2,2,"alkali metal ion binding"
"54","GO:0030955",0.00451339408815688,Inf,0.134471225925499,2,2,"potassium ion binding"
"55","GO:0004619",0.00451339408815688,Inf,0.134471225925499,2,2,"phosphoglycerate mutase activity"
"56","GO:0016208",0.00451339408815688,Inf,0.134471225925499,2,2,"AMP binding"
"57","GO:0004608",0.00451339408815688,Inf,0.134471225925499,2,2,"phosphatidylethanolamine N-methyltransferase activity"
"58","GO:0004169",0.00451339408815688,Inf,0.134471225925499,2,2,"dolichyl-phosphate-mannose-protein mannosyltransferase activity"
"59","GO:0015296",0.00451339408815688,Inf,0.134471225925499,2,2,"anion:cation symporter activity"
"60","GO:0009374",0.00451339408815688,Inf,0.134471225925499,2,2,"biotin binding"
"61","GO:0004013",0.00451339408815688,Inf,0.134471225925499,2,2,"adenosylhomocysteinase activity"
"62","GO:0005343",0.00451339408815688,Inf,0.134471225925499,2,2,"organic acid:sodium symporter activity"
