"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0044723",0.00016074297291937,3.16402116402116,5.67082795236045,16,160,"single-organism carbohydrate metabolic process"
"2","GO:0006066",0.000294893001389687,7.94427978660344,0.956952216960827,6,27,"alcohol metabolic process"
"3","GO:0006112",0.000417224844654695,41.3114754098361,0.177213373511264,3,5,"energy reserve metabolic process"
"4","GO:0005977",0.000417224844654695,41.3114754098361,0.177213373511264,3,5,"glycogen metabolic process"
"5","GO:0019751",0.000537776399271094,9.23829201101928,0.708853494045057,5,20,"polyol metabolic process"
"6","GO:0006071",0.000608857106957129,13.8148148148148,0.425312096427034,4,12,"glycerol metabolic process"
"7","GO:0009396",0.000855130807731626,12.2780064014632,0.460754771129287,4,13,"folic acid-containing compound biosynthetic process"
"8","GO:0019400",0.00116410233724413,11.0485596707819,0.49619744583154,4,14,"alditol metabolic process"
"9","GO:0016441",0.00125127697714613,Inf,0.0708853494045057,2,2,"posttranscriptional gene silencing"
"10","GO:0046653",0.00125127697714613,Inf,0.0708853494045057,2,2,"tetrahydrofolate metabolic process"
"11","GO:0046654",0.00125127697714613,Inf,0.0708853494045057,2,2,"tetrahydrofolate biosynthetic process"
"12","GO:0019427",0.00125127697714613,Inf,0.0708853494045057,2,2,"acetyl-CoA biosynthetic process from acetate"
"13","GO:0006083",0.00125127697714613,Inf,0.0708853494045057,2,2,"acetate metabolic process"
"14","GO:0035194",0.00125127697714613,Inf,0.0708853494045057,2,2,"posttranscriptional gene silencing by RNA"
"15","GO:0031047",0.00125127697714613,Inf,0.0708853494045057,2,2,"gene silencing by RNA"
"16","GO:0006760",0.00154359958167562,10.0426487093154,0.531640120533793,4,15,"folic acid-containing compound metabolic process"
"17","GO:0042559",0.00154359958167562,10.0426487093154,0.531640120533793,4,15,"pteridine-containing compound biosynthetic process"
"18","GO:0006090",0.00191750168440238,6.59287682014955,0.921509542258574,5,26,"pyruvate metabolic process"
"19","GO:0044262",0.00196937921789532,4.42670454545455,1.80757640981489,7,51,"cellular carbohydrate metabolic process"
"20","GO:0042558",0.00254514328881494,8.49509338398227,0.602525469938298,4,17,"pteridine-containing compound metabolic process"
"21","GO:0001522",0.00318233046614242,7.88712522045855,0.637968144640551,4,18,"pseudouridine synthesis"
"22","GO:0005978",0.00366582666578579,54.865306122449,0.106328024106758,2,3,"glycogen biosynthetic process"
"23","GO:0006857",0.00366582666578579,54.865306122449,0.106328024106758,2,3,"oligopeptide transport"
"24","GO:0015833",0.00366582666578579,54.865306122449,0.106328024106758,2,3,"peptide transport"
"25","GO:0042886",0.00366582666578579,54.865306122449,0.106328024106758,2,3,"amide transport"
"26","GO:0044699",0.0038464266074175,1.43305132543711,131.067011048931,152,3698,"single-organism process"
"27","GO:0044710",0.00414718917590555,1.43917466410749,77.3004735256134,97,2181,"single-organism metabolic process"
"28","GO:1901615",0.00425114530804117,4.37912207905656,1.55947768689912,6,44,"organic hydroxy compound metabolic process"
"29","GO:0019752",0.00471790261975411,1.82756286266925,15.9492036160138,27,450,"carboxylic acid metabolic process"
"30","GO:0006096",0.00476583661029071,6.89917695473251,0.708853494045057,4,20,"glycolytic process"
"31","GO:0055114",0.00512147870436776,1.54947652819993,36.8249390156407,52,1039,"oxidation-reduction process"
"32","GO:0017038",0.00572588576759977,6.49237472766885,0.74429616874731,4,21,"protein import"
"33","GO:0006073",0.00587522842751509,10.3186475409836,0.389869421724781,3,11,"cellular glucan metabolic process"
"34","GO:0044042",0.00587522842751509,10.3186475409836,0.389869421724781,3,11,"glucan metabolic process"
"35","GO:0043436",0.00631887119020584,1.78252152005039,16.3036303630363,27,460,"oxoacid metabolic process"
"36","GO:0006006",0.00680677012756667,6.1307727480567,0.779738843449562,4,22,"glucose metabolic process"
"37","GO:0044281",0.006919188026555,1.61046718972896,26.2275792796671,39,740,"small molecule metabolic process"
"38","GO:0006082",0.00707518785650946,1.76508217183274,16.4454010618453,27,464,"organic acid metabolic process"
"39","GO:0006421",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"asparaginyl-tRNA aminoacylation"
"40","GO:0006434",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"seryl-tRNA aminoacylation"
"41","GO:0009395",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"phospholipid catabolic process"
"42","GO:0017182",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"peptidyl-diphthamide metabolic process"
"43","GO:0017183",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"peptidyl-diphthamide biosynthetic process from peptidyl-histidine"
"44","GO:0035384",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"thioester biosynthetic process"
"45","GO:0018202",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"peptidyl-histidine modification"
"46","GO:0071616",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"acyl-CoA biosynthetic process"
"47","GO:0006085",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"acetyl-CoA biosynthetic process"
"48","GO:0006836",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"neurotransmitter transport"
"49","GO:0051170",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"nuclear import"
"50","GO:0044744",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"protein targeting to nucleus"
"51","GO:0006606",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"protein import into nucleus"
"52","GO:1902593",0.00716026862473219,27.4285714285714,0.141770698809011,2,4,"single-organism nuclear import"
"53","GO:0016051",0.0080145423009607,5.80723413471951,0.815181518151815,4,23,"carbohydrate biosynthetic process"
"54","GO:0006091",0.00916707924758274,3.23847222222222,2.37465920505094,7,67,"generation of precursor metabolites and energy"
"55","GO:0001932",0.00935488946623559,5.51604938271605,0.850624192854068,4,24,"regulation of protein phosphorylation"
"56","GO:0031399",0.00935488946623559,5.51604938271605,0.850624192854068,4,24,"regulation of protein modification process"
"57","GO:0044264",0.00966335195235858,8.25245901639344,0.460754771129287,3,13,"cellular polysaccharide metabolic process"
"58","GO:0044724",0.0115515462445413,4.06417112299465,1.38226431338786,5,39,"single-organism carbohydrate catabolic process"
"59","GO:0032787",0.0116228964448825,2.81468142577194,3.083512699096,8,87,"monocarboxylic acid metabolic process"
"60","GO:0045454",0.0142013321957172,3.83723599632691,1.45314966279237,5,41,"cell redox homeostasis"
