"","logFC","logCPM","LR","PValue","FDR"
"HWER_07852",-6.90699568445722,6.33893194901644,377.906463459666,3.5543510317275e-84,9.21643222526941e-81
"HWER_06154",5.20241512283229,5.86155382673495,348.468312822838,9.13457294677762e-78,1.18429738254972e-74
"HWER_03971",3.95516174915078,8.64731406403272,330.348359038309,8.07075964834153e-74,6.97582658938319e-71
"HWER_13913",-4.52051494319207,5.80852086414389,317.082635345422,6.25713306009457e-71,4.05618650620631e-68
"HWER_08887",4.15499258175039,7.83700994618008,284.687557851331,7.14703245989207e-64,3.70645103370003e-61
"HWER_15617",4.07734470357078,8.50202463953661,275.651729490552,6.65557679926121e-62,2.87631844008072e-59
"HWER_09857",3.56677851035746,7.74031833724475,274.320567087829,1.29803860231793e-61,4.8083058511577e-59
"HWER_12147",3.48950473990819,6.86254261599399,270.564575611222,8.54796877497571e-61,2.770610379189e-58
"HWER_02905",-4.1336130558826,6.50903280225945,265.645314250228,1.00930438944164e-59,2.90791809091352e-57
"HWER_05039",-4.74883466754606,8.78494772418577,250.097423051978,2.4728660505297e-56,6.41214166902351e-54
"HWER_03719",-5.07112922510137,6.72116663787577,236.253897668612,2.57958196636564e-53,6.08077821707828e-51
"HWER_03623",2.44356117549304,7.11306084866407,230.383737723027,4.91650046003668e-52,1.06237380773959e-49
"HWER_03949",2.44579827884988,7.10834176343037,225.031290009213,7.22746353157082e-51,1.44160099518178e-48
"HWER_15277",2.91269284182107,7.46176789158898,217.806535259269,2.72172883240077e-49,5.04103061601085e-47
"HWER_04805",-3.74642609639584,8.75137106492154,215.759849433977,7.60866879457478e-49,1.31528521228883e-46
"HWER_09462",-3.53643385891064,8.60579786079283,212.267946534375,4.39619048004201e-48,7.12457619671808e-46
"HWER_05484",5.42114351234502,6.41858670891446,204.271311921246,2.44221519497356e-46,3.72509647092143e-44
"HWER_13429",-9.57736010122459,6.85101479658554,195.656535271904,1.85235434163184e-44,2.66841933769521e-42
"HWER_08156",-3.57606943333737,7.88971881030897,192.6509107216,8.38909324354516e-44,1.14489046213224e-41
"HWER_13732",2.73727179995889,8.576180236193,185.516306463272,3.02750348401406e-42,3.92515826702422e-40
"HWER_03024",3.07671523174016,6.28708936261945,178.995728431753,8.02965455468627e-41,9.91471155252452e-39
"HWER_03878",3.07641904235775,8.12775373012019,175.530039065722,4.58628191925752e-40,5.40555864392489e-38
"HWER_10176",-2.66011647126353,7.31516609505123,173.445995772774,1.30788534393346e-39,1.47449856383455e-37
"HWER_08139",-4.19861761055031,8.08203288472211,173.251159300604,1.44251122687154e-39,1.55851317136579e-37
