"","logFC","logCPM","PValue","FDR"
"HWER_11608",7.24931329381617,8.27821922290713,2.66395063134198e-186,6.90762398706976e-183
"HWER_12698",5.63584818026507,7.00543262585391,4.53344152493771e-160,5.87760693708174e-157
"HWER_13913",-8.33761139112817,5.8071223230524,6.14294703707911e-155,5.30955388904871e-152
"HWER_07632",-5.51490727757891,8.2831945424345,1.12118456623921e-151,7.26807895064568e-149
"HWER_09235",-5.74581614902444,7.85783231252069,9.89267620328628e-150,5.13034187902426e-147
"HWER_03100",5.4125735216742,8.25418412242439,4.39851301326482e-147,1.90089070723261e-144
"HWER_11243",7.46475719453191,7.46179561386523,9.47885678204445e-145,3.51123937654875e-142
"HWER_14701",-7.93689341183382,7.23586069806428,1.62806712575742e-135,5.27697257136124e-133
"HWER_02804",6.34356710855487,8.47944850565627,4.7635193863265e-134,1.37242286319385e-131
"HWER_06261",-5.06935051625306,8.88178240853588,2.36751505831707e-130,6.13896654621616e-128
"HWER_15444",-5.6915077729366,6.35594627533961,7.05912618779914e-122,1.66402856408756e-119
"HWER_03971",5.49207100221306,8.64754423566565,9.97020432136221e-119,2.15439498377435e-116
"HWER_15531",-6.38345144569702,6.28351340284628,1.60576801894233e-117,3.20288959470574e-115
"HWER_15592",-5.33945486157812,7.0528682112914,1.2894695115852e-114,2.38828174538601e-112
"HWER_08207",-5.42525774275896,6.69710837511702,4.19861900469956e-112,7.2580127194573e-110
"HWER_03428",-4.67522310632682,7.07487941778116,2.26390441724269e-111,3.66894009619393e-109
"HWER_08072",-5.11838712443559,8.91391604797044,6.59221647875649e-111,1.00550690173033e-108
"HWER_05039",-7.70818715824102,8.78477063431786,2.49467821251793e-109,3.59372255836611e-107
"HWER_14981",4.90581236224966,6.61616545693963,1.80575578770876e-106,2.46438145133095e-104
"HWER_15406",-4.59905185339214,8.5050027772969,3.05790009147371e-103,3.96456746859567e-101
"HWER_02508",-4.91416747810185,6.81545898808341,8.75765801901539e-102,1.08136224968128e-99
"HWER_07665",-5.06105062119736,6.80148137236839,2.68793354813203e-95,3.16809622286653e-93
"HWER_03980",-5.02598117993761,7.59993622741254,1.14098119536905e-92,1.28633227808346e-90
"HWER_07686",-5.48998118256012,8.35970141353403,1.49207719782834e-92,1.61206507248703e-90
"HWER_13437",-4.30874525045967,8.06054170601623,8.39590194162742e-88,8.70822949385596e-86
"HWER_08019",-4.18355677679032,6.10906924048637,1.80768813256114e-86,1.80282127989655e-84
"HWER_03524",-4.29681200980213,6.43482780191723,5.26174706431527e-85,5.05322597695167e-83
"HWER_07476",-3.53091947253038,7.19721538591947,1.01175661246362e-83,9.36958891470778e-82
"HWER_16053",-3.61718341448666,7.53269804792674,5.13971303586572e-83,4.59561237999994e-81
"HWER_03877",-4.00183226215363,6.82046882454497,4.11530657268958e-82,3.55699664766136e-80
"HWER_06798",-4.42676455854593,6.15013796434778,7.98012508787097e-81,6.67498850091917e-79
"HWER_10521",-4.05399988345295,6.8125607912271,1.32647869844638e-80,1.07486227033483e-78
"HWER_10368",-4.13747222410769,7.18620432976977,1.53986510918842e-80,1.20996067518956e-78
"HWER_01784",-6.14927916247053,6.88511034625704,3.88511673296495e-79,2.9629728495818e-77
"HWER_08495",6.29052400979092,8.4604930160831,2.35640388853749e-78,1.74575865227935e-76
"HWER_08887",4.63819897375341,7.83725417161595,1.01917870988184e-76,7.34091776312114e-75
"HWER_03949",3.06686114108136,7.10873340529039,2.84229555461601e-76,1.99191145219441e-74
"HWER_09206",-4.02777785536918,7.6067576483873,6.06865428726704e-76,4.14105804391669e-74
"HWER_14231",-3.68519024576989,6.6869555348759,1.19383246420495e-74,7.93745533252163e-73
"HWER_07852",-6.28412918855841,6.33799840600744,1.71846564891602e-74,1.11399535690981e-72
"HWER_07346",-3.94121574902037,8.8514878243752,1.96548012895644e-74,1.24304633521562e-72
"HWER_15223",-3.88632621169485,8.57538984903512,8.45446579738263e-74,5.21962614586028e-72
"HWER_05375",-4.10579012072373,6.92775141792955,1.05796044364273e-73,6.37974751247812e-72
"HWER_03919",-3.37155643096039,6.93805281233379,1.86398338487768e-73,1.09847929931541e-71
"HWER_03016",-3.4719686683023,6.75650681871013,3.55104652954455e-72,2.04619192246867e-70
"HWER_10103",-3.75410992950866,7.10861649752537,1.29695929955369e-71,7.31090318204938e-70
"HWER_08766",-3.0125678232461,7.20170957590744,2.907691168717e-71,1.60417940435813e-69
"HWER_04692",-3.49698940979874,7.57396520610302,9.96571265308729e-70,5.3835610228032e-68
"HWER_11061",-3.63558717380429,6.39733321580523,1.8986655281396e-69,1.00474279887061e-67
"HWER_11496",-4.69682064131229,7.89381823773132,2.61162615403371e-69,1.35438932348188e-67
"HWER_10977",-3.38523109574297,7.61586199723823,3.64366906802489e-69,1.8525556653703e-67
"HWER_03162",-3.80001470216845,8.76256683408526,9.3020959860713e-67,4.63852594074671e-65
"HWER_08139",-6.07704337546893,8.08175374532427,1.25554549084355e-65,6.14269709010816e-64
"HWER_11186",4.19346059170089,9.65550637572946,2.01790535045895e-64,9.68968254396307e-63
"HWER_04818",-4.00909375411753,7.95094036980805,5.47716217399042e-64,2.58223300311948e-62
"HWER_03633",-3.54017566133064,7.83004851039309,6.9191674087949e-64,3.20382162339378e-62
"HWER_00777",-3.04352568409781,7.51772972720269,1.18720150932899e-63,5.40072546261417e-62
"HWER_15647",-3.17256770245916,6.92649229509151,4.89454654845514e-63,2.18819986209382e-61
"HWER_03939",-2.8259374051231,7.23611856434431,2.50729239828265e-62,1.10193376080456e-60
"HWER_01834",3.23113472706352,6.5014203322523,2.2516460771278e-61,9.73086379665396e-60
"HWER_08156",-4.42244931665446,7.88942689077186,6.43284839221883e-61,2.7344878493481e-59
"HWER_02195",-3.66171462168454,6.51788234462357,3.01088253551598e-59,1.25922877654725e-57
"HWER_13732",3.31621705408571,8.57632319681353,5.99101153622738e-59,2.46582427197422e-57
"HWER_10140",-4.02245299862964,7.40911782356814,8.34478592756764e-59,3.38094217346608e-57
"HWER_14898",-3.32631990227854,7.73452538666619,2.71075310325541e-58,1.08138196872943e-56
"HWER_08193",3.2464807726216,7.60010204093728,6.80286690096381e-57,2.67270210215139e-55
"HWER_05346",3.2408230131426,7.00291117825015,7.22669562961074e-57,2.79683906978816e-55
"HWER_11823",-2.66077984937755,7.24494040627371,1.29876512283248e-56,4.95249700515387e-55
"HWER_04912",5.30067367450406,6.02499000204687,1.23514089396281e-55,4.6416236783269e-54
"HWER_05300",3.49625110384953,6.44056323733505,1.35803246272227e-55,5.03054025119836e-54
"HWER_11668",-3.24196423793139,8.09891833885125,3.77882271493928e-55,1.38006863377994e-53
"HWER_11073",-2.90235379203729,6.87114934275827,8.2867840673695e-55,2.9843932064846e-53
"HWER_11843",-2.82741269237719,6.88647472147856,5.0435456598516e-54,1.79149505424592e-52
"HWER_11877",-4.28057883124671,9.82027756191757,7.3147475212151e-54,2.56312707060956e-52
"HWER_00864",-2.49250774850057,7.08133715946384,3.17180023703419e-53,1.09659706861729e-51
"HWER_01846",-4.6486837435877,6.49844563893329,5.71507944582655e-53,1.94989486881951e-51
"HWER_08733",-3.21137597058084,8.07165703861358,1.49348094434951e-52,5.02934556973803e-51
"HWER_15277",2.98149090278929,7.46197015383757,3.06246809223195e-52,1.01807432860993e-50
"HWER_04340",-3.62121289118192,6.23811088917834,6.28001170584024e-52,2.0612747282587e-50
"HWER_02156",-2.91927914923489,6.75731439390909,1.34465305472119e-51,4.35835671361507e-50
"HWER_10841",-3.57624163270634,7.42430191823398,3.40656224033645e-51,1.09052048014721e-49
"HWER_02969",-3.6068626909754,6.41969586202021,4.46371844551504e-51,1.41151486941713e-49
"HWER_05410",-3.0061774438757,6.41043592792861,2.02992709634045e-50,6.3416879045913e-49
"HWER_03814",-2.70623114686722,6.84276302678118,8.08890646109637e-50,2.49696838733606e-48
"HWER_08519",-2.9014128733253,8.47211085169819,9.04471933587477e-50,2.75917143975568e-48
"HWER_10814",-3.4098299055993,6.43735729700146,3.16794353328436e-49,9.55171811837948e-48
"HWER_03243",-2.97621163860564,6.6155494823685,1.09403437678574e-48,3.26072544713268e-47
"HWER_03053",3.57558528123844,9.89302073213267,3.07583707382722e-48,9.06323355958408e-47
"HWER_03518",-2.54679811377309,7.47567856641754,1.45417056185121e-47,4.23670142346088e-46
"HWER_03748",-3.22558921269754,9.20085059924498,2.46685938761874e-47,7.10729599121709e-46
"HWER_09924",2.64213673622696,8.24745224139293,2.64526956097836e-47,7.5375648039746e-46
"HWER_03864",-2.89895046205354,7.61055947313754,2.69960914947671e-47,7.60878970064469e-46
"HWER_02823",-4.23764011554459,6.96636769775454,2.76381661031389e-47,7.70599620488594e-46
"HWER_06675",-2.64776026582667,7.3938895672835,9.86115699556317e-47,2.72021064781865e-45
"HWER_08297",-2.66603299223887,9.10083649089121,2.91320906095012e-46,7.951527468467e-45
"HWER_00035",2.82289612365763,6.49789049084309,1.20180629942294e-45,3.24612889000385e-44
"HWER_01147",-2.59249244745665,7.73524762167401,3.64821961267397e-45,9.75240562439548e-44
"HWER_01964",2.37298933282875,7.43323360454518,4.03632520862009e-45,1.06797870060734e-43
"HWER_05977",2.69982860023461,8.22524000052799,6.72341596770905e-45,1.76099167719895e-43
"HWER_06379",-2.44495327193293,7.05000910061873,2.13378411481952e-44,5.53290220972702e-43
"HWER_13429",-9.71243420880884,6.85033713258924,2.92663776856585e-44,7.51363538009036e-43
"HWER_09350",-2.92822851440296,6.66947476384712,7.15387929761984e-44,1.81862833516944e-42
"HWER_04806",-2.52833170229984,7.26090332796325,2.18858930648038e-43,5.50972045796469e-42
"HWER_03719",-4.39334855321123,6.72052044777721,2.33098165652115e-43,5.81176484169167e-42
"HWER_03073",-2.76516455402756,8.82871533244772,3.05964719607725e-43,7.50861870758156e-42
"HWER_03871",-2.77512145924548,9.08236211112676,3.0694700462925e-43,7.50861870758156e-42
"HWER_12566",2.52056901801503,7.62629900051411,5.42602737479414e-43,1.31492420400385e-41
"HWER_07312",-3.30609408501585,9.50725333182857,9.31976758232127e-43,2.23760716119991e-41
"HWER_14019",-2.58694861120928,8.37504786349831,1.23779328400613e-42,2.94458530773202e-41
"HWER_05297",-2.75497920193345,6.89232162988632,4.60202451950109e-42,1.08482268900603e-40
"HWER_09535",-2.77546445948193,6.66966346787765,1.54735603514537e-41,3.61467945867743e-40
"HWER_03907",-2.49627952486647,7.21091072323726,2.5481925672769e-41,5.89952082763304e-40
"HWER_05770",-2.47239842476159,6.95475447536024,3.84309007611201e-41,8.81870138704288e-40
"HWER_15005",-2.95358806682405,8.91421234310312,1.02802944403532e-40,2.33831609507332e-39
"HWER_07851",-8.5060128970554,7.14192804888442,1.05243746694355e-40,2.37301769720402e-39
"HWER_14183",2.91569082756662,8.97433763382354,1.62967445923332e-40,3.64288437309655e-39
"HWER_04200",-2.41123180190563,6.96141243391054,2.96658254303081e-40,6.57465686673409e-39
"HWER_12943",-2.27911548798344,6.99614471445608,1.12875668442134e-39,2.48039498534283e-38
"HWER_03912",-2.25142590433913,6.98862765075609,1.92263025818449e-39,4.18939517602722e-38
"HWER_01341",-2.33805831289217,7.04949048831387,2.24068427222367e-39,4.84174526489665e-38
"HWER_04608",2.0697800931185,7.1912400078071,6.93233137225059e-39,1.48558142547486e-37
"HWER_12502",-3.07053561619854,6.54349886966279,7.25799064676063e-39,1.5426204710697e-37
"HWER_03579",-2.9582375615552,6.35377578234368,1.44830452725824e-38,3.05321434079724e-37
"HWER_06447",-3.37596629935951,7.57282708326998,1.87889895994412e-38,3.92902016381863e-37
"HWER_05587",-2.9592215473155,9.34010401204788,2.42891733318597e-38,5.03854611596098e-37
"HWER_13468",2.6387447069651,8.27693108587825,3.31133132137141e-38,6.81450961612385e-37
"HWER_05305",-2.21247492179142,7.1807474647291,5.15524064387487e-38,1.0525621251628e-36
"HWER_13399",3.19300904672308,6.86376361741895,2.05423684249826e-37,4.16143447859218e-36
"HWER_04715",2.73616260936812,8.55421166549919,2.17181089548999e-37,4.34594070107622e-36
"HWER_00435",-2.34280491209748,6.91663062327199,2.17883644866914e-37,4.34594070107622e-36
"HWER_07832",-3.00358030363186,8.09580749109181,6.4721658406791e-37,1.28109358968557e-35
"HWER_01522",2.74006378810979,6.60790272277929,1.13591452900036e-36,2.23138361643782e-35
"HWER_13647",2.43115995885627,7.016454157088,1.22993581157564e-36,2.39791245068845e-35
"HWER_10084",2.4551492482462,6.31981369881545,1.86838675895544e-36,3.61546781042646e-35
"HWER_06338",2.71515733937586,6.96467624690066,4.47857417487139e-36,8.60217987810483e-35
"HWER_07564",-4.20028309436324,6.38211552610895,1.29897526505375e-35,2.4766491634444e-34
"HWER_06983",-2.5897623136054,6.75186484765225,1.44703361471972e-35,2.73880157880894e-34
"HWER_13753",-2.85929449686125,6.25752332417404,2.15003780200004e-35,4.03988986998992e-34
"HWER_11834",2.92910528076635,6.88136369925833,3.7317623809387e-35,6.96148190918996e-34
"HWER_15867",-3.22879501696295,6.07575395432638,4.06444756461463e-35,7.52793752503266e-34
"HWER_14511",-2.33839984515652,7.39312069597479,9.45047301405486e-35,1.73794868974782e-33
"HWER_10104",-3.2246789785922,8.88458712370762,1.36791726201906e-34,2.49789398620804e-33
"HWER_07390",-2.4697279653744,7.57455549557965,1.40273549662699e-34,2.54356163828936e-33
"HWER_04095",-2.78284643694268,6.32439559451915,2.03852929793926e-34,3.67076838163645e-33
"HWER_04621",2.39977185312469,6.65032047912033,2.85363092333101e-34,5.10307929944643e-33
"HWER_13915",2.13884818213027,6.89828984481486,3.11004375198701e-34,5.52352291020707e-33
"HWER_01618",-2.73200336910116,7.65305601511988,3.5093915804953e-34,6.1903757606968e-33
"HWER_03780",-2.22037821412091,7.90833560891371,5.03678841205368e-34,8.82458942733458e-33
"HWER_14188",2.17654802200587,6.85289851282551,5.66930802624445e-34,9.86611792755158e-33
"HWER_10949",2.01539683528834,7.40622797666716,5.74040492998957e-34,9.92324665564197e-33
"HWER_00028",-2.42930012994456,8.62442640676225,6.77130074253303e-34,1.16278031956213e-32
"HWER_04839",-2.69944646414051,6.66136416497829,1.16114075278889e-33,1.98081445525104e-32
"HWER_12615",1.99932755240752,7.24144266337081,1.36071120187181e-33,2.30609421336837e-32
"HWER_13648",2.33797120020747,8.13871267916404,1.55319601376542e-33,2.61521900239853e-32
"HWER_00439",2.79264087842555,7.65673262447381,1.8917827104259e-33,3.16476939879636e-32
"HWER_03594",-2.31480690564559,6.64317317979152,2.10469797905559e-33,3.49838580749433e-32
"HWER_06475",-2.28360031547324,6.69387944224447,2.20874144535775e-33,3.64794048905264e-32
"HWER_11505",-2.18935103215554,7.72927780580512,3.48046959165019e-33,5.71193522224617e-32
"HWER_11055",-2.25706320464363,8.49849341893642,7.14079014940247e-33,1.15852920197746e-31
"HWER_10670",2.25574302014001,7.92852472804369,7.14865685755472e-33,1.15852920197746e-31
"HWER_07519",-2.32584260134257,6.72764669472086,7.4560831158147e-33,1.20084618132345e-31
"HWER_09166",-2.24743884050817,8.0758546433865,7.85690672861091e-33,1.25759007082025e-31
"HWER_09200",-2.27400208528779,6.87656695039527,8.7730978136193e-33,1.39562224728312e-31
"HWER_08280",-2.06403047187729,7.23637769762968,2.27630007351238e-32,3.59905249427902e-31
"HWER_06319",-2.57482424696731,6.79918498036657,3.10307123330671e-32,4.8765234593723e-31
"HWER_00033",1.95561317115881,7.11120065098311,4.81717814379582e-32,7.52466441377263e-31
"HWER_02578",-2.36834763503721,8.56097501323763,5.31718178562795e-32,8.25595950307382e-31
"HWER_02923",-3.23524156250109,7.97664316740157,6.63306436687634e-32,1.02378189900657e-30
"HWER_11158",-3.99337043107269,7.60284242998016,7.27888901052434e-32,1.11681415409998e-30
"HWER_15909",-2.55668507707574,7.45111894483586,1.02741225849865e-31,1.56710587428647e-30
"HWER_02904",2.0165846451445,7.33638333077877,1.2400894046598e-31,1.8804396644929e-30
"HWER_04225",-1.83020499284939,7.17753022918972,1.25016853905678e-31,1.88470175684549e-30
"HWER_08256",-2.35285513077497,6.68244054576866,1.33177016920544e-31,1.99611563511544e-30
"HWER_03857",2.054570810991,7.34566059944019,1.77054062352485e-31,2.63851254988502e-30
"HWER_11128",-2.46728391876013,5.96849401948517,2.56793225552147e-31,3.80494190775266e-30
"HWER_01555",-2.48189150445451,6.6161858107112,2.72360234872304e-31,4.01267096036298e-30
"HWER_01182",-2.97796378696231,7.66733061820306,3.04010362454088e-31,4.45366593131893e-30
"HWER_11215",-2.13306428471608,7.20793541564078,5.14913826800867e-31,7.50096378030701e-30
"HWER_12860",-2.26551900033261,7.13542337277687,6.39506016412595e-31,9.26390558970871e-30
"HWER_00383",2.13131926227876,7.78241077157022,7.41060773593019e-31,1.06753921440372e-29
"HWER_04457",-2.19685322931705,6.73935217861091,7.67353635571587e-31,1.09930827460615e-29
"HWER_08627",-2.50227142975492,9.15542845487749,8.80121056599257e-31,1.25393071415488e-29
"HWER_10700",-2.12404227076815,7.80947597901532,1.37192989365973e-30,1.94394219358452e-29
"HWER_09499",-2.31620275715323,6.75200800042147,1.38042594925783e-30,1.94535026436172e-29
"HWER_01215",2.03356665398645,6.85955225752984,2.72680287716251e-30,3.82194587053102e-29
"HWER_09999",-2.5088360470396,6.56249824355874,5.20209127343562e-30,7.2521627268917e-29
"HWER_13585",-2.40753698569455,8.3926656128628,6.04192702327405e-30,8.37792340713882e-29
"HWER_15532",-1.85303267793591,7.12619776036759,7.43301551751755e-30,1.02520261898527e-28
"HWER_03882",-2.31108015937395,6.54013350251426,7.78618486539655e-30,1.06823160613615e-28
"HWER_15679",-2.01444773378307,9.08118910612819,9.85572016873177e-30,1.34504644197481e-28
"HWER_11769",2.37738576107247,6.61452941158369,1.04608793420938e-29,1.42016021644237e-28
"HWER_05822",-2.25138279034266,6.47546544110622,1.37431447938372e-29,1.85604033595937e-28
"HWER_13666",2.15841817384277,6.66251477178445,1.5898556752945e-29,2.13600816893194e-28
"HWER_03283",-2.26688247398546,8.00312984573729,1.60989819331486e-29,2.15178660580692e-28
"HWER_10804",-2.37898200312782,6.63287679586853,2.40791109102817e-29,3.20190433796721e-28
"HWER_00193",-2.38731202782223,7.52372017157112,2.79851642782999e-29,3.70232300885876e-28
"HWER_03240",2.47118202747708,10.3623667612756,5.14407381103694e-29,6.77085451371512e-28
"HWER_08223",-3.82769709193297,6.53755071101466,6.60141391399562e-29,8.64518498938921e-28
"HWER_01529",-2.29973297291645,8.71004642877476,8.68730486748389e-29,1.13196892067265e-27
"HWER_08847",-2.07876010677778,6.68810848610687,9.00229417091502e-29,1.16714743925913e-27
"HWER_01936",-2.12243270957379,8.18535267707065,1.12463477597939e-28,1.45083481299232e-27
"HWER_13404",-2.33861183437683,9.25643220820144,1.22809081888444e-28,1.57645519473632e-27
"HWER_09490",-2.17155403018143,6.72800083247553,1.28732717674751e-28,1.6443543691164e-27
"HWER_11724",-2.17558424849832,6.58697356523829,2.60952260680124e-28,3.31690790168413e-27
"HWER_02079",-2.18210416078991,9.14860586817015,3.16790145356941e-28,4.00700900931974e-27
